Company Name,Asset Type,Percentage Allocation
Derivative,Others,35.69%
Triparty Repo,Others,9.33%
HDFC Bank Ltd.,Equity,6.66%
Kotak Mahindra Mutual Fund (Kotak Liquid Fund - Direct - Growth),Debt,5.50%
Kotak Mahindra Mutual Fund (Kotak Money Market Scheme - Direct - Growth),Debt,5.29%
ICICI Bank Ltd.,Equity,5.24%
Adani Ports and Special Economic Zone Ltd.,Equity,3.50%
Sun Pharmaceuticals Ind Ltd.,Equity,3.13%
Maruti Suzuki India Ltd.,Equity,2.96%
Power Finance Corporation Ltd.,Equity,2.84%
Axis Bank Ltd.,Others,2.36%
Hindustan Unilever Ltd.,Equity,2.02%
Ambuja Cements Ltd.,Equity,2.00%
7.33 GOI Sep 22 2033,Debt,1.97%
Hero Motocorp Ltd.,Equity,1.86%
7.37 Power Finance Corporation Ltd. May 22 2026,Debt,1.81%
Zee Entertainment Enterprises Ltd.,Equity,1.80%
National Thermal Power Corporation Ltd.,Equity,1.74%
Axis Bank Ltd.,Equity,1.70%
Reliance Industries Ltd.,Equity,1.67%
Embassy Office Parks Reit,Others,1.66%
NMDC Ltd.,Equity,1.46%
Bank Of Baroda,Equity,1.46%
Grasim Industries Ltd.,Equity,1.42%
IDFC Ltd.,Equity,1.38%
Life Insurance Corporation of India,Equity,1.23%
7.43 Small Industries Development Bank Of India Aug 31 2026,Debt,1.20%
Zomato Ltd.,Equity,1.20%
ITC Ltd.,Equity,1.10%
Radico Khaitan Ltd.,Equity,1.09%
Bandhan Bank Ltd.,Equity,1.06%
Punjab National Bank,Equity,1.04%
Tata Motors Ltd.,Equity,0.97%
GAIL (India) Ltd.,Equity,0.96%
Indusind Bank Ltd.,Equity,0.93%
Chennai Super Kings Cricket Ltd.,Equity,0.92%
Infosys Ltd.,Equity,0.90%
Hindustan Petroleum Corporation Ltd.,Equity,0.87%
Kotak Mahindra Bank Ltd.,Equity,0.83%
Interglobe Aviation Ltd.,Equity,0.82%
Bharti Airtel Ltd.,Equity,0.78%
Jindal Steel & Power Ltd.,Equity,0.69%
Tata Steel Ltd.,Equity,0.67%
Canara Bank,Equity,0.63%
7.83 National Bank For Agriculture & Rural Development (Nabard) Dec 30 2026,Debt,0.61%
7.69 HDFC Bank Ltd. Jan 27 2033,Debt,0.60%
Tata Consultancy Services Ltd.,Equity,0.60%
DLF Ltd.,Equity,0.59%
United Spirits Ltd.,Equity,0.53%
Britannia Industries Ltd.,Equity,0.52%
Manappuram Finance Ltd.,Equity,0.50%
LIC Housing Finance Ltd.,Equity,0.46%
United Breweries Ltd.,Equity,0.43%
The South Indian Bank Ltd.,Equity,0.40%
HCL Technologies Ltd.,Equity,0.39%
Aavas Financiers Ltd. (Erstwhile A U Housing Finance),Equity,0.38%
Voltamp Transformers Ltd.,Equity,0.36%
Tech Mahindra Ltd.,Equity,0.33%
UPL Ltd. (Erstwhile United Phosphorus Ltd.),Equity,0.29%
Steel Authority Of India Ltd.,Equity,0.28%
Mphasis Ltd.,Equity,0.28%
The Federal Bank Ltd.,Equity,0.26%
Kansai Nerolac Paints Ltd.,Equity,0.24%
Mahindra & Mahindra Ltd.,Equity,0.24%
Jio Financial Services Ltd.,Equity,0.23%
JSW Steel Ltd.,Equity,0.23%
Bharat Electronics Ltd.,Equity,0.21%
Havells India Ltd.,Equity,0.21%
SAI Silks (Kalamandir) Ltd.,Equity,0.21%
Bajaj Finserv Ltd.,Equity,0.19%
RBL Bank Ltd.,Equity,0.18%
Indian Bank,Equity,0.17%
Aurobindo Pharma Ltd.,Equity,0.17%
L&T Finance Holding Ltd.,Equity,0.16%
IPCA Laboratories Ltd.,Equity,0.12%
Zydus Lifesciences Ltd.,Equity,0.11%
Hindalco Industries Ltd.,Equity,0.11%
Samvardhana Motherson International Ltd. (Erstwhile Motherson Sumi Systems Ltd.),Equity,0.09%
Tata Power Company Ltd.,Equity,0.09%
Titan Company Ltd.,Equity,0.09%
SBI Life Insurance Company Ltd.,Equity,0.08%
Oracle Financial Services Software Ltd.,Equity,0.07%
Innova Captab Ltd.,Equity,0.07%
Dabur India Ltd.,Equity,0.06%
Bharti Airtel Ltd.,Equity,0.04%
Exide Industries Ltd.,Equity,0.04%
India Cements Ltd.,Equity,0.03%
Aditya Birla Capital Ltd.,Equity,0.03%
Glenmark Pharmaceuticals Ltd.,Equity,0.02%
Lupin Ltd.,Equity,0.02%
Godrej Consumer Products Ltd.,Equity,0.01%
National Thermal Power Corporation Ltd.,Equity,0.00%
Godrej Consumer Products Ltd.,Equity,-0.01%
Tech Mahindra Ltd.,Equity,-0.02%
Lupin Ltd.,Equity,-0.02%
Glenmark Pharmaceuticals Ltd.,Equity,-0.02%
Tata Motors Ltd.,Equity,-0.02%
Bharat Electronics Ltd.,Equity,-0.03%
Aditya Birla Capital Ltd.,Equity,-0.03%
Interglobe Aviation Ltd.,Equity,-0.03%
India Cements Ltd.,Equity,-0.03%
Exide Industries Ltd.,Equity,-0.04%
Current Assets,Others,-0.06%
Dabur India Ltd.,Equity,-0.06%
Oracle Financial Services Software Ltd.,Equity,-0.07%
SBI Life Insurance Company Ltd.,Equity,-0.08%
Titan Company Ltd.,Equity,-0.09%
Tata Power Company Ltd.,Equity,-0.09%
Samvardhana Motherson International Ltd.,Equity,-0.09%
Hindalco Industries Ltd.,Equity,-0.11%
Zydus Lifesciences Ltd.,Equity,-0.12%
L&T Finance Holding Ltd.,Equity,-0.17%
Aurobindo Pharma Ltd.,Equity,-0.17%
RBL Bank Ltd.,Equity,-0.18%
Bajaj Finserv Ltd.,Equity,-0.19%
Tata Consultancy Services Ltd.,Equity,-0.21%
Havells India Ltd.,Equity,-0.21%
JSW Steel Ltd.,Equity,-0.23%
Mahindra & Mahindra Ltd.,Equity,-0.24%
United Spirits Ltd.,Equity,-0.26%
The Federal Bank Ltd.,Equity,-0.27%
Steel Authority Of India Ltd.,Equity,-0.28%
UPL Ltd. (Erstwhile United Phosphorus Ltd.),Equity,-0.30%
Reliance Industries Ltd.,Equity,-0.35%
HCL Technologies Ltd.,Equity,-0.39%
ITC Ltd.,Equity,-0.41%
Power Finance Corporation Ltd.,Equity,-0.44%
LIC Housing Finance Ltd.,Equity,-0.46%
Manappuram Finance Ltd.,Equity,-0.50%
DLF Ltd.,Equity,-0.60%
Canara Bank,Equity,-0.64%
Tata Steel Ltd.,Equity,-0.67%
Jindal Steel & Power Ltd.,Equity,-0.70%
Zee Entertainment Enterprises Ltd.,Equity,-0.88%
Axis Bank Ltd.,Equity,-0.97%
Maruti Suzuki India Ltd.,Equity,-0.99%
Punjab National Bank,Equity,-1.04%
Bandhan Bank Ltd.,Equity,-1.07%
IDFC Ltd.,Equity,-1.40%
Grasim Industries Ltd.,Equity,-1.44%
NMDC Ltd.,Equity,-1.47%
Ambuja Cements Ltd.,Equity,-2.02%
HDFC Bank Ltd.,Equity,-2.06%
Nifty,Equity,-2.18%
Sun Pharmaceuticals Ind Ltd.,Equity,-2.53%
Adani Ports and Special Economic Zone Ltd.,Equity,-3.53%
ICICI Bank Ltd.,Equity,-5.28%
