Company Name,Asset Type,Percentage Allocation
Derivative,Others,38.19%
Repo,Others,7.97%
Larsen & Toubro Ltd.,Equity,6.13%
Ambuja Cements Ltd.,Equity,5.86%
ICICI Bank Ltd.,Equity,5.51%
ITC Ltd.,Equity,5.35%
Tata Mutual Fund (Tata Money Market Fund - Direct - Growth),Debt,5.34%
Aurobindo Pharma Ltd.,Equity,4.93%
Tata Consumer Products Ltd.,Equity,3.96%
7.38 GOI Jun 20 2027,Debt,3.79%
9.75 Jamnagar Utilities & Power Pvt. Ltd. Aug  2 2024,Debt,3.79%
5.74 GOI Nov 15 2026,Debt,3.63%
Adani Ports and Special Economic Zone Ltd.,Equity,3.57%
HDFC Bank Ltd.,Equity,3.36%
Hindustan Unilever Ltd.,Equity,3.21%
Tata Consultancy Services Ltd.,Equity,3.03%
Reliance Industries Ltd.,Equity,2.33%
State Bank Of India,Equity,2.31%
ACC Ltd.,Equity,2.30%
Cash,Others,2.06%
Dr Reddys Laboratories Ltd.,Equity,1.91%
National Thermal Power Corporation Ltd.,Equity,1.87%
Persistent Systems Ltd.,Equity,1.69%
7.32 GOI Jan 28 2024,Debt,1.50%
Bharti Airtel Ltd.,Equity,1.47%
SBI Life Insurance Company Ltd.,Equity,1.35%
Yatra Online Ltd.,Equity,1.10%
Cummins India Ltd.,Equity,0.78%
Dixon Technologies (India) Ltd.,Equity,0.77%
Axis Bank Ltd.,Equity,0.76%
Power Grid Corporation Of India Ltd.,Equity,0.74%
Interglobe Aviation Ltd.,Equity,0.72%
Healthcare Global Enterprises Ltd.,Equity,0.67%
Escorts Kubota Ltd.,Equity,0.65%
Indusind Bank Ltd.,Equity,0.58%
Sun Pharmaceuticals Ind Ltd.,Equity,0.56%
Titagarh Railsystems Ltd.,Equity,0.53%
Ltimindtree Ltd.,Equity,0.52%
Siemens Ltd.,Equity,0.52%
Infosys Ltd.,Equity,0.50%
Syrma SGS Technology Ltd.,Equity,0.50%
Zydus Lifesciences Ltd.,Equity,0.45%
UPL Ltd. (Erstwhile United Phosphorus Ltd.),Equity,0.34%
REC Ltd.,Equity,0.28%
Ultratech Cement Ltd.,Equity,0.24%
UNO Minda Ltd.,Equity,0.22%
The Federal Bank Ltd.,Equity,0.21%
Flair Writing Industries Ltd.,Equity,0.08%
Bharti Airtel Ltd.,Equity,0.06%
UPL Ltd. (Erstwhile United Phosphorus Ltd.),Equity,-0.35%
State Bank Of India,Equity,-1.17%
Tata Consultancy Services Ltd.,Equity,-1.76%
Dr Reddys Laboratories Ltd.,Equity,-1.92%
ACC Ltd.,Equity,-2.06%
Hindustan Unilever Ltd.,Equity,-2.30%
ICICI Bank Ltd.,Equity,-2.65%
Adani Ports and Special Economic Zone Ltd.,Equity,-3.61%
Tata Consumer Products Ltd.,Equity,-3.67%
ITC Ltd.,Equity,-3.98%
Larsen & Toubro Ltd.,Equity,-4.01%
Aurobindo Pharma Ltd.,Equity,-4.97%
Ambuja Cements Ltd.,Equity,-5.77%
