Company Name,Asset Type,Percentage Allocation
Derivative,Others,34.16%
7.38 GOI Jun 20 2027,Debt,8.33%
HDFC Bank Ltd.,Equity,6.78%
Triparty Repo,Others,5.90%
Reliance Industries Ltd.,Equity,4.64%
ICICI Bank Ltd.,Equity,3.40%
7.7 HDFC Bank Ltd. May 16 2028,Debt,3.29%
7.13 Power Finance Corporation Ltd. Aug  8 2025,Debt,3.23%
Axis Bank Ltd.,Others,3.12%
5.74 GOI Nov 15 2026,Debt,3.09%
Small Industries Development Bank Of India,Others,3.06%
Axis Bank Ltd.,Equity,2.84%
IDFC Ltd.,Equity,2.34%
Vodafone Idea Ltd.,Equity,2.29%
Jindal Steel & Power Ltd.,Equity,2.28%
Zee Entertainment Enterprises Ltd.,Equity,2.04%
Sun Pharmaceuticals Ind Ltd.,Equity,1.89%
Bajaj Finance Ltd.,Equity,1.83%
IPCA Laboratories Ltd.,Equity,1.80%
Indus Towers Ltd. (Erstwhile Bharti Infratel Limited),Equity,1.79%
SBI Life Insurance Company Ltd.,Equity,1.55%
Hero Motocorp Ltd.,Equity,1.48%
ITC Ltd.,Equity,1.43%
7.26 GOI Feb  6 2033,Debt,1.31%
Suven Pharmaceuticals Ltd.,Equity,1.29%
Hindustan Copper Ltd.,Equity,1.21%
NMDC Ltd.,Equity,1.10%
Samvardhana Motherson International Ltd. (Erstwhile Motherson Sumi Systems Ltd.),Equity,1.06%
Bandhan Bank Ltd.,Equity,1.02%
Eureka Forbes Ltd.,Equity,1.02%
ICICI Lombard General Insurance Company Ltd.,Equity,1.00%
Ambuja Cements Ltd.,Equity,0.99%
Alembic Pharmaceuticals Ltd.,Equity,0.96%
Jubilant Ingrevia Ltd.,Equity,0.96%
Adani Enterprises Ltd.,Equity,0.95%
Tech Mahindra Ltd.,Equity,0.94%
HCL Technologies Ltd.,Equity,0.91%
India Cements Ltd.,Equity,0.83%
Coromandel International Ltd. (Coromandel Fertilisers Ltd.),Equity,0.79%
Cash Margin,Debt,0.76%
Power Grid Infrastructure Investment Trust,Others,0.73%
Cipla Ltd.,Equity,0.72%
Punjab National Bank,Equity,0.72%
SBI Cards & Payment Services Pvt. Ltd.,Equity,0.72%
Oil & Natural Gas Corporation Ltd.,Equity,0.72%
Sharda Cropchem Ltd.,Equity,0.68%
7.18 GOI Aug 14 2033,Debt,0.65%
7.37 GOI Oct 23 2028,Debt,0.65%
Teamlease Services Ltd.,Equity,0.59%
GAIL (India) Ltd.,Equity,0.58%
National Thermal Power Corporation Ltd.,Equity,0.57%
Power Finance Corporation Ltd.,Equity,0.54%
United Spirits Ltd.,Equity,0.47%
Tata Consultancy Services Ltd.,Equity,0.40%
Balrampur Chini Mills Ltd.,Equity,0.39%
RBL Bank Ltd.,Equity,0.37%
Hindustan Petroleum Corporation Ltd.,Equity,0.37%
Bharat Heavy Electricals Ltd.,Equity,0.36%
ICICI Prudential Life Insurance Company Ltd.,Equity,0.36%
Vedanta Ltd.,Equity,0.35%
Bank Of Baroda,Equity,0.34%
Indian Railway Catering & Tourism Corporation Ltd.,Equity,0.33%
Steel Authority Of India Ltd.,Equity,0.33%
Apollo Hospitals Enterprise Ltd.,Equity,0.33%
Dr Reddys Laboratories Ltd.,Equity,0.29%
Dixon Technologies (India) Ltd.,Equity,0.25%
Biocon Ltd.,Equity,0.25%
State Bank Of India,Equity,0.24%
DLF Ltd.,Equity,0.24%
Canara Bank,Equity,0.24%
Tata Motors Ltd.,Equity,0.24%
Mahanagar Gas Ltd.,Equity,0.22%
Godrej Consumer Products Ltd.,Equity,0.20%
Aarti Industries Ltd.,Equity,0.19%
Aurobindo Pharma Ltd.,Equity,0.15%
Divi Laboratories Ltd.,Equity,0.15%
Aditya Birla Capital Ltd.,Equity,0.14%
Nifty,Equity,0.13%
Bajaj Finserv Ltd.,Equity,0.12%
Adani Ports and Special Economic Zone Ltd.,Equity,0.11%
Titan Company Ltd.,Equity,0.09%
Oberoi Realty Ltd.,Equity,0.09%
Dr Lal PathLabs Ltd.,Equity,0.09%
Havells India Ltd.,Equity,0.09%
Nifty,Equity,0.07%
Zydus Lifesciences Ltd.,Equity,0.06%
Maruti Suzuki India Ltd.,Equity,0.06%
Tata Power Company Ltd.,Equity,0.06%
Bajaj Auto Ltd.,Equity,0.05%
Manappuram Finance Ltd.,Equity,0.05%
Asian Paints Ltd.,Equity,0.05%
The Indian Hotels Company Ltd.,Equity,0.04%
Gujarat Gas Ltd.,Equity,0.04%
Pidilite Industries Ltd.,Equity,0.04%
Kotak Mahindra Bank Ltd.,Equity,0.04%
Grasim Industries Ltd.,Equity,0.04%
LIC Housing Finance Ltd.,Equity,0.03%
Dabur India Ltd.,Equity,0.03%
Gujarat Narmada Valley Fertilizers & Chemicals Ltd.,Equity,0.02%
Tata Consumer Products Ltd.,Equity,0.02%
Piramal Enterprises Ltd.,Equity,0.02%
JSW Steel Ltd.,Equity,0.02%
