Company Name,Asset Type,Percentage Allocation
Derivative,Others,30.02%
Triparty Repo,Others,8.63%
HDFC Bank Ltd.,Equity,6.00%
7.38 GOI Jun 20 2027,Debt,4.59%
ICICI Bank Ltd.,Equity,4.28%
7.18 GOI Aug 14 2033,Debt,2.85%
Reliance Industries Ltd.,Equity,2.03%
Bharat Heavy Electricals Ltd.,Equity,1.99%
Larsen & Toubro Ltd.,Equity,1.76%
Adani Ports and Special Economic Zone Ltd.,Equity,1.71%
Kotak Mahindra Bank Ltd.,Equity,1.61%
CUBE HIGHWAYS TRUST,Others,1.51%
8.43 PNB Housing Finance Ltd. Mar 14 2025,Debt,1.43%
8.78 Muthoot Finance Ltd. May 20 2027,Debt,1.42%
8.24 Citicorp Finance India Ltd. Mar  1 2025,Debt,1.42%
7.75 Tata Communications Ltd. Aug 29 2026,Debt,1.42%
Jm Financial Services Ltd. (137D),Others,1.41%
State Bank Of India,Equity,1.27%
Jubilant Foodworks Ltd.,Equity,1.22%
Maruti Suzuki India Ltd.,Equity,1.22%
Grasim Industries Ltd.,Equity,1.22%
9.54 Tata Motors Ltd. Jun 28 2024,Debt,1.15%
8.6 Bharti Telecom Ltd. Dec 12 2025,Debt,1.14%
Container Corporation Of India Ltd.,Equity,1.13%
Aptus Value Housing Finance India Ltd.,Equity,1.13%
L&T Finance Holding Ltd.,Equity,1.11%
Aether Industries Ltd.,Equity,1.10%
Coforge Ltd.,Equity,1.08%
Gland Pharma Ltd.,Equity,1.07%
Esab India Ltd.,Equity,1.05%
HDFC Asset Management Company Ltd.,Equity,1.04%
TVS Motor Company Ltd.,Equity,1.04%
Mrs Bectors Food Specialities Ltd.,Equity,1.04%
Petronet Lng Ltd.,Equity,1.01%
VRL Logistics Ltd.,Equity,1.01%
Delhivery Ltd.,Equity,0.99%
Shree Cement Ltd.,Equity,0.98%
Bajaj Finance Ltd.,Equity,0.94%
Procter & Gamble Hygiene & Healthcare Ltd.,Equity,0.91%
ZF Commercial Vehicle Control Systems India Ltd.,Equity,0.91%
