Company Name,Asset Type,Percentage Allocation
Derivative,Others,41.90%
CBLO(CCIL),Others,18.46%
5.63 GOI Apr 12 2026,Debt,7.36%
ICICI Bank Ltd.,Equity,4.88%
Adani Ports and Special Economic Zone Ltd.,Equity,4.70%
Ambuja Cements Ltd.,Equity,4.65%
Edelweiss Mutual Fund (Edelweiss Liquid Fund - Direct - Growth),Debt,4.13%
Zee Entertainment Enterprises Ltd.,Equity,4.01%
Kotak Mahindra Bank Ltd.,Equity,3.81%
The Federal Bank Ltd.,Equity,2.59%
Larsen & Toubro Ltd.,Equity,2.25%
Reliance Industries Ltd.,Equity,2.21%
Manappuram Finance Ltd.,Equity,2.16%
Bharti Airtel Ltd.,Equity,2.14%
HDFC Bank Ltd.,Equity,1.65%
ACC Ltd.,Equity,1.56%
7.34 National Housing Bank Aug  7 2025,Debt,1.43%
Indusind Bank Ltd.,Equity,1.32%
Infosys Ltd.,Equity,1.21%
Sun Pharmaceuticals Ind Ltd.,Equity,1.19%
Net Receivables/(Payable),Others,1.09%
The Indian Hotels Company Ltd.,Equity,1.06%
Tata Motors Ltd.,Equity,1.06%
Indian Energy Exchange Ltd.,Equity,1.03%
Indian Bank,Equity,0.96%
Bajaj Finance Ltd.,Equity,0.94%
ITC Ltd.,Equity,0.90%
Adani Enterprises Ltd.,Equity,0.86%
State Bank Of India,Equity,0.75%
Maruti Suzuki India Ltd.,Equity,0.74%
Punjab National Bank,Equity,0.72%
Dr Reddys Laboratories Ltd.,Equity,0.65%
Axis Bank Ltd.,Equity,0.61%
Power Finance Corporation Ltd.,Equity,0.56%
National Thermal Power Corporation Ltd.,Equity,0.53%
Kaynes Technology India Pvt. Ltd.,Equity,0.52%
Britannia Industries Ltd.,Equity,0.49%
Yatra Online Ltd.,Equity,0.46%
TVS Motor Company Ltd.,Equity,0.44%
Ask Automotive Ltd.,Equity,0.44%
Tata Consultancy Services Ltd.,Equity,0.44%
United Spirits Ltd.,Equity,0.44%
Glenmark Pharmaceuticals Ltd.,Equity,0.43%
Ultratech Cement Ltd.,Equity,0.42%
KPIT Technologies Ltd.,Equity,0.41%
REC Ltd.,Equity,0.40%
L&T Finance Holding Ltd.,Equity,0.38%
Vedanta Ltd.,Equity,0.34%
Multi Commodity Exchange of India Ltd.,Equity,0.33%
Bank Of Baroda,Equity,0.33%
NMDC Ltd.,Equity,0.32%
Hindustan Petroleum Corporation Ltd.,Equity,0.32%
HCL Technologies Ltd.,Equity,0.32%
Hindustan Unilever Ltd.,Equity,0.31%
Cholamandalam Investment & Finance Company Ltd.,Equity,0.27%
Bharat Petroleum Corporation Ltd.,Equity,0.26%
Nestle India Ltd.,Equity,0.25%
Torrent Power Ltd.,Equity,0.25%
Brookfield REIT,Others,0.25%
Coal India Ltd.,Equity,0.25%
Abbott India Ltd.,Equity,0.25%
Hindalco Industries Ltd.,Equity,0.25%
IDFC Ltd.,Equity,0.25%
ABB India Ltd.,Equity,0.24%
Bajaj Finserv Ltd.,Equity,0.24%
JSW Infrastructure Ltd. (Erstwhile Sarvoday Advisory Services Pvt. Ltd.),Equity,0.24%
Eicher Motors Ltd.,Equity,0.24%
Ccl Products (India) Ltd.,Equity,0.24%
Go Fashion (India) Ltd.,Equity,0.23%
AIA Engineering Ltd.,Equity,0.23%
Lupin Ltd.,Equity,0.23%
Gabriel India Ltd.,Equity,0.22%
Brigade Enterprises Ltd.,Equity,0.22%
Zydus Lifesciences Ltd.,Equity,0.21%
CreditAccess Grameen Ltd.,Equity,0.21%
Syngene International Ltd.,Equity,0.21%
Cummins India Ltd.,Equity,0.20%
Stylam Industries Ltd.,Equity,0.20%
Amber Enterprises India Ltd.,Equity,0.18%
Cholamandalam Financial Holdings Ltd.,Equity,0.17%
Tata Steel Ltd.,Equity,0.17%
PI Industries Ltd.,Equity,0.17%
Accrued Interest,Others,0.16%
Coforge Ltd.,Equity,0.16%
UNO Minda Ltd.,Equity,0.16%
Jamna Auto Industries Ltd.,Equity,0.16%
Ashok Leyland Ltd.,Equity,0.16%
Trent Ltd.,Equity,0.15%
Godrej Consumer Products Ltd.,Equity,0.14%
ICICI Prudential Life Insurance Company Ltd.,Equity,0.14%
Sundaram Finance Ltd.,Equity,0.14%
Max Healthcare Institute Ltd.,Equity,0.13%
Biocon Ltd.,Equity,0.13%
Mindspace Business Parks Reit,Others,0.11%
Shriram Finance Ltd.(Erstwhile Shriram Transport Finance Company Limited),Equity,0.11%
Innova Captab Ltd.,Equity,0.05%
SBI Cards & Payment Services Pvt. Ltd.,Equity,0.03%
Polycab India Ltd.,Equity,0.02%
SBI Cards & Payment Services Pvt. Ltd.,Equity,-0.04%
TVS Motor Company Ltd.,Equity,-0.06%
Shriram Finance Ltd.(Erstwhile Shriram Transport Finance Company Limited),Equity,-0.11%
Maruti Suzuki India Ltd.,Equity,-0.12%
Biocon Ltd.,Equity,-0.13%
Ashok Leyland Ltd.,Equity,-0.16%
Coforge Ltd.,Equity,-0.16%
NMDC Ltd.,Equity,-0.19%
Lupin Ltd.,Equity,-0.23%
Hindalco Industries Ltd.,Equity,-0.25%
United Spirits Ltd.,Equity,-0.25%
Bajaj Finance Ltd.,Equity,-0.26%
Vedanta Ltd.,Equity,-0.34%
Dr Reddys Laboratories Ltd.,Equity,-0.36%
L&T Finance Holding Ltd.,Equity,-0.38%
REC Ltd.,Equity,-0.41%
Glenmark Pharmaceuticals Ltd.,Equity,-0.43%
Punjab National Bank,Equity,-0.73%
Infosys Ltd.,Equity,-0.75%
Tata Motors Ltd.,Equity,-0.80%
Adani Enterprises Ltd.,Equity,-0.87%
The Indian Hotels Company Ltd.,Equity,-0.94%
Indusind Bank Ltd.,Equity,-0.95%
Sun Pharmaceuticals Ind Ltd.,Equity,-0.99%
Indian Energy Exchange Ltd.,Equity,-1.04%
Reliance Industries Ltd.,Equity,-1.12%
Larsen & Toubro Ltd.,Equity,-1.47%
ACC Ltd.,Equity,-1.57%
Bharti Airtel Ltd.,Equity,-1.62%
Manappuram Finance Ltd.,Equity,-2.17%
The Federal Bank Ltd.,Equity,-2.39%
Kotak Mahindra Bank Ltd.,Equity,-3.45%
ICICI Bank Ltd.,Equity,-3.71%
Zee Entertainment Enterprises Ltd.,Equity,-4.05%
Ambuja Cements Ltd.,Equity,-4.69%
Adani Ports and Special Economic Zone Ltd.,Equity,-4.74%
