Company Name,Asset Type,Percentage Allocation
Bajaj Finance Ltd.,Equity,18.92%
Bajaj Finserv Ltd.,Equity,8.49%
HDFC Life Insurance Company Ltd.,Equity,6.33%
SBI Life Insurance Company Ltd.,Equity,5.99%
Shriram Finance Ltd.(Erstwhile Shriram Transport Finance Company Limited),Equity,5.30%
Power Finance Corporation Ltd.,Equity,5.16%
REC Ltd.,Equity,4.75%
Cholamandalam Investment & Finance Company Ltd.,Equity,4.72%
ICICI Lombard General Insurance Company Ltd.,Equity,3.38%
Bajaj Holdings & Investment Ltd.,Equity,3.09%
HDFC Asset Management Company Ltd.,Equity,2.99%
BSE Ltd.,Equity,2.79%
Sundaram Finance Ltd.,Equity,2.21%
Max Financial Services Ltd.,Equity,2.17%
SBI Cards & Payment Services Pvt. Ltd.,Equity,2.08%
PB Fintech Ltd.,Equity,2.00%
Life Insurance Corporation of India,Equity,1.96%
ICICI Prudential Life Insurance Company Ltd.,Equity,1.93%
IDFC Ltd.,Equity,1.56%
One 97 Communications Ltd.,Equity,1.54%
Mahindra & Mahindra Financial Services Ltd.,Equity,1.52%
Multi Commodity Exchange of India Ltd.,Equity,1.52%
LIC Housing Finance Ltd.,Equity,1.51%
Central Depository Services (India) Ltd.,Equity,1.50%
Muthoot Finance Ltd.,Equity,1.49%
Triparty Repo,Others,1.48%
Indian Energy Exchange Ltd.,Equity,1.18%
Poonawalla Fincorp Ltd. (Erstwhile Magma Fincorp Ltd.),Equity,1.15%
Aditya Birla Capital Ltd.,Equity,1.08%
Piramal Enterprises Ltd.,Equity,1.03%
Aavas Financiers Ltd. (Erstwhile A U Housing Finance),Equity,0.66%
Current Assets,Others,-1.47%
