Company Name,Asset Type,Percentage Allocation
Mahindra & Mahindra Ltd.,Equity,17.70%
Tata Motors Ltd.,Equity,15.70%
Maruti Suzuki India Ltd.,Equity,15.55%
Bajaj Auto Ltd.,Equity,8.80%
Eicher Motors Ltd.,Equity,6.48%
Hero Motocorp Ltd.,Equity,6.15%
TVS Motor Company Ltd.,Equity,5.39%
Tube Investments Of India Ltd.,Equity,4.23%
Bharat Forge Ltd.,Equity,3.63%
MRF Ltd.,Equity,3.03%
Sona Blw Precision Forgings Ltd.,Equity,3.02%
Ashok Leyland Ltd.,Equity,2.99%
Samvardhana Motherson International Ltd. (Erstwhile Motherson Sumi Systems Ltd.),Equity,2.76%
Balkrishna Industries Ltd.,Equity,2.33%
Bosch Ltd.,Equity,2.17%
Triparty Repo,Others,0.16%
Cash Margin,Debt,0.00%
Current Assets,Others,-0.08%
