Company Name,Asset Type,Percentage Allocation
Tata Motors Ltd.,Equity,5.29%
Bajaj Auto Ltd.,Equity,5.14%
Dr Reddys Laboratories Ltd.,Equity,5.03%
Trent Ltd.,Equity,5.02%
Coal India Ltd.,Equity,5.02%
TVS Motor Company Ltd.,Equity,4.96%
Larsen & Toubro Ltd.,Equity,4.94%
National Thermal Power Corporation Ltd.,Equity,4.91%
Hindustan Aeronautics Ltd.,Equity,4.86%
REC Ltd.,Equity,4.81%
Power Finance Corporation Ltd.,Equity,4.76%
Aurobindo Pharma Ltd.,Equity,4.25%
Hero Motocorp Ltd.,Equity,4.04%
Bharat Electronics Ltd.,Equity,4.01%
Triparty Repo,Others,3.75%
Lupin Ltd.,Equity,3.72%
DLF Ltd.,Equity,3.44%
Colgate-Palmolive Ltd.,Equity,3.09%
Polycab India Ltd.,Equity,3.07%
Bharat Heavy Electricals Ltd.,Equity,2.94%
Alkem Laboratories Ltd.,Equity,2.49%
NMDC Ltd.,Equity,2.42%
Bharat Forge Ltd.,Equity,2.38%
Punjab National Bank,Equity,1.95%
Oberoi Realty Ltd.,Equity,1.51%
Zydus Lifesciences Ltd.,Equity,1.50%
IPCA Laboratories Ltd.,Equity,1.37%
L&T Finance Holding Ltd.,Equity,1.10%
Escorts Kubota Ltd.,Equity,0.74%
The Ramco Cements Ltd.,Equity,0.73%
Sun T V Network Ltd.,Equity,0.52%
Current Assets,Others,-3.75%
