Company Name,Asset Type,Percentage Allocation
Tata Elxsi Ltd.,Equity,3.89%
Power Finance Corporation Ltd.,Equity,3.75%
Page Industries Ltd.,Equity,3.49%
Persistent Systems Ltd.,Equity,3.48%
HDFC Asset Management Company Ltd.,Equity,3.37%
Tube Investments Of India Ltd.,Equity,3.12%
Coforge Ltd.,Equity,2.68%
Polycab India Ltd.,Equity,2.61%
The Supreme Industries Ltd.,Equity,2.56%
NMDC Ltd.,Equity,2.49%
Mphasis Ltd.,Equity,2.48%
Au Small Finance Bank Ltd.,Equity,2.48%
Astral Ltd. (Erstwhile Astral Poly Technik Ltd.),Equity,2.32%
Solar Industries India Ltd.,Equity,2.31%
Abbott India Ltd.,Equity,2.30%
Coromandel International Ltd. (Coromandel Fertilisers Ltd.),Equity,2.30%
Petronet Lng Ltd.,Equity,2.18%
L&T Technology Services Ltd.,Equity,2.12%
Emami Ltd.,Equity,2.11%
Grindwell Norton Ltd.,Equity,1.97%
Indraprastha Gas Ltd.,Equity,1.97%
Voltas Ltd.,Equity,1.91%
Crompton Greaves Consumer Electrcials Ltd.,Equity,1.90%
SKF India Ltd.,Equity,1.87%
Oracle Financial Services Software Ltd.,Equity,1.87%
APL Apollo Tubes Ltd.,Equity,1.81%
ICICI Securities Ltd.,Equity,1.79%
Balkrishna Industries Ltd.,Equity,1.77%
Glaxo Smithkline Pharmaceuticals Ltd.,Equity,1.76%
3M India Ltd.,Equity,1.74%
AIA Engineering Ltd.,Equity,1.71%
Hindustan Zinc Ltd.,Equity,1.68%
Schaeffler India Ltd.,Equity,1.68%
CRISIL Ltd.,Equity,1.62%
Kajaria Ceramics Ltd.,Equity,1.57%
Ajanta Pharma Ltd.,Equity,1.56%
Bayer Cropscience Ltd.,Equity,1.53%
Navin Fluorine International Ltd.,Equity,1.48%
Atul Ltd.,Equity,1.46%
Pfizer Ltd.,Equity,1.38%
Dr Lal PathLabs Ltd.,Equity,1.35%
Honeywell Automation India Ltd.,Equity,1.30%
Sumitomo Chemical India Ltd.,Equity,1.27%
Sun T V Network Ltd.,Equity,1.26%
K P R Mill Ltd.,Equity,1.23%
Gujarat Gas Ltd.,Equity,1.09%
Kansai Nerolac Paints Ltd.,Equity,1.08%
Vinati Organics Ltd.,Equity,1.06%
Relaxo Footwears Ltd.,Equity,1.01%
Whirlpool of India Ltd.,Equity,0.80%
Net Receivables/(Payable),Others,0.40%
Triparty Repo,Others,0.12%
