Company Name,Asset Type,Percentage Allocation
HDFC Bank Ltd.,Equity,11.19%
Reliance Industries Ltd.,Equity,7.69%
ICICI Bank Ltd.,Equity,6.03%
Infosys Ltd.,Equity,4.75%
Larsen & Toubro Ltd.,Equity,3.68%
ITC Ltd.,Equity,3.53%
Tata Consultancy Services Ltd.,Equity,3.35%
Axis Bank Ltd.,Equity,2.70%
Kotak Mahindra Bank Ltd.,Equity,2.36%
Bharti Airtel Ltd.,Equity,2.25%
State Bank Of India,Equity,2.13%
Hindustan Unilever Ltd.,Equity,2.05%
Bajaj Finance Ltd.,Equity,1.76%
Mahindra & Mahindra Ltd.,Equity,1.43%
HCL Technologies Ltd.,Equity,1.34%
Asian Paints Ltd.,Equity,1.33%
Titan Company Ltd.,Equity,1.32%
National Thermal Power Corporation Ltd.,Equity,1.28%
Tata Motors Ltd.,Equity,1.21%
Maruti Suzuki India Ltd.,Equity,1.18%
Sun Pharmaceuticals Ind Ltd.,Equity,1.17%
Ultratech Cement Ltd.,Equity,1.05%
Tata Steel Ltd.,Equity,0.97%
Power Grid Corporation Of India Ltd.,Equity,0.93%
Indusind Bank Ltd.,Equity,0.90%
Adani Enterprises Ltd.,Equity,0.89%
Nestle India Ltd.,Equity,0.82%
Bajaj Finserv Ltd.,Equity,0.79%
Hindalco Industries Ltd.,Equity,0.77%
Coal India Ltd.,Equity,0.74%
JSW Steel Ltd.,Equity,0.72%
Grasim Industries Ltd.,Equity,0.69%
Oil & Natural Gas Corporation Ltd.,Equity,0.69%
Tech Mahindra Ltd.,Equity,0.69%
Bajaj Auto Ltd.,Equity,0.66%
Adani Ports and Special Economic Zone Ltd.,Equity,0.63%
Dr Reddys Laboratories Ltd.,Equity,0.61%
HDFC Life Insurance Company Ltd.,Equity,0.60%
Trent Ltd.,Equity,0.59%
Zomato Ltd.,Equity,0.59%
Cipla Ltd.,Equity,0.58%
Wipro Ltd.,Equity,0.57%
Tata Consumer Products Ltd.,Equity,0.57%
Bharat Electronics Ltd.,Equity,0.57%
SBI Life Insurance Company Ltd.,Equity,0.56%
Britannia Industries Ltd.,Equity,0.55%
Avenue Supermarts Ltd.,Equity,0.53%
Eicher Motors Ltd.,Equity,0.50%
Varun Beverages Ltd.,Equity,0.50%
Ltimindtree Ltd.,Equity,0.50%
Apollo Hospitals Enterprise Ltd.,Equity,0.49%
Shriram Finance Ltd.(Erstwhile Shriram Transport Finance Company Limited),Equity,0.49%
Tata Power Company Ltd.,Equity,0.48%
Power Finance Corporation Ltd.,Equity,0.48%
Hero Motocorp Ltd.,Equity,0.46%
Hindustan Aeronautics Ltd.,Equity,0.45%
Max Healthcare Institute Ltd.,Equity,0.44%
Cholamandalam Investment & Finance Company Ltd.,Equity,0.44%
Divi Laboratories Ltd.,Equity,0.43%
Indian Oil Corporation Ltd.,Equity,0.43%
TVS Motor Company Ltd.,Equity,0.41%
DLF Ltd.,Equity,0.39%
GAIL (India) Ltd.,Equity,0.38%
Bank Of Baroda,Equity,0.37%
Bharat Petroleum Corporation Ltd.,Equity,0.37%
Godrej Consumer Products Ltd.,Equity,0.37%
Pidilite Industries Ltd.,Equity,0.36%
The Indian Hotels Company Ltd.,Equity,0.33%
Ambuja Cements Ltd.,Equity,0.33%
Info Edge (India) Ltd.,Equity,0.33%
Persistent Systems Ltd.,Equity,0.33%
The Federal Bank Ltd.,Equity,0.33%
Au Small Finance Bank Ltd.,Equity,0.33%
Yes Bank Ltd.,Equity,0.32%
Tube Investments Of India Ltd.,Equity,0.32%
Interglobe Aviation Ltd.,Equity,0.31%
SRF Ltd.,Equity,0.31%
Siemens Ltd.,Equity,0.31%
Havells India Ltd.,Equity,0.29%
Colgate-Palmolive Ltd.,Equity,0.29%
United Spirits Ltd.,Equity,0.29%
ICICI Lombard General Insurance Company Ltd.,Equity,0.29%
Bajaj Holdings & Investment Ltd.,Equity,0.28%
Dabur India Ltd.,Equity,0.28%
Lupin Ltd.,Equity,0.28%
Bharat Forge Ltd.,Equity,0.27%
IDFC First Bank Ltd. (Erstwhile IDFC Bank Ltd.),Equity,0.27%
Vedanta Ltd.,Equity,0.27%
UPL Ltd. (Erstwhile United Phosphorus Ltd.),Equity,0.26%
APL Apollo Tubes Ltd.,Equity,0.25%
Shree Cement Ltd.,Equity,0.25%
Marico Ltd.,Equity,0.24%
PI Industries Ltd.,Equity,0.24%
Indian Railway Catering & Tourism Corporation Ltd.,Equity,0.23%
Zee Entertainment Enterprises Ltd.,Equity,0.23%
Ashok Leyland Ltd.,Equity,0.23%
Tata Motors - DVR - A - ORDY,Equity,0.21%
SBI Cards & Payment Services Pvt. Ltd.,Equity,0.19%
Page Industries Ltd.,Equity,0.19%
Jubilant Foodworks Ltd.,Equity,0.19%
ICICI Prudential Life Insurance Company Ltd.,Equity,0.18%
Net Receivables/(Payable),Others,0.02%
