Company Name,Asset Type,Percentage Allocation
HDFC Bank Ltd.,Equity,13.41%
Reliance Industries Ltd.,Equity,9.15%
ICICI Bank Ltd.,Equity,7.30%
Infosys Ltd.,Equity,5.77%
Larsen & Toubro Ltd.,Equity,4.46%
ITC Ltd.,Equity,4.27%
Tata Consultancy Services Ltd.,Equity,4.07%
Axis Bank Ltd.,Equity,3.16%
Kotak Mahindra Bank Ltd.,Equity,2.93%
Bharti Airtel Ltd.,Equity,2.73%
State Bank Of India,Equity,2.58%
Hindustan Unilever Ltd.,Equity,2.49%
Bajaj Finance Ltd.,Equity,2.04%
HCL Technologies Ltd.,Equity,1.62%
Mahindra & Mahindra Ltd.,Equity,1.62%
Asian Paints Ltd.,Equity,1.60%
Titan Company Ltd.,Equity,1.60%
National Thermal Power Corporation Ltd.,Equity,1.54%
Tata Motors Ltd.,Equity,1.44%
Sun Pharmaceuticals Ind Ltd.,Equity,1.43%
Maruti Suzuki India Ltd.,Equity,1.41%
Ultratech Cement Ltd.,Equity,1.25%
Tata Steel Ltd.,Equity,1.18%
Power Grid Corporation Of India Ltd.,Equity,1.13%
Indusind Bank Ltd.,Equity,1.09%
Nestle India Ltd.,Equity,0.96%
Bajaj Finserv Ltd.,Equity,0.95%
Hindalco Industries Ltd.,Equity,0.94%
Adani Enterprises Ltd.,Equity,0.91%
Adani Ports and Special Economic Zone Ltd.,Equity,0.90%
Coal India Ltd.,Equity,0.90%
JSW Steel Ltd.,Equity,0.88%
Oil & Natural Gas Corporation Ltd.,Equity,0.84%
Tech Mahindra Ltd.,Equity,0.83%
Grasim Industries Ltd.,Equity,0.82%
Bajaj Auto Ltd.,Equity,0.80%
Wipro Ltd.,Equity,0.73%
Dr Reddys Laboratories Ltd.,Equity,0.73%
HDFC Life Insurance Company Ltd.,Equity,0.73%
Cipla Ltd.,Equity,0.69%
SBI Life Insurance Company Ltd.,Equity,0.68%
Tata Consumer Products Ltd.,Equity,0.67%
Britannia Industries Ltd.,Equity,0.65%
Ltimindtree Ltd.,Equity,0.59%
Apollo Hospitals Enterprise Ltd.,Equity,0.59%
Eicher Motors Ltd.,Equity,0.59%
Hero Motocorp Ltd.,Equity,0.55%
Divi Laboratories Ltd.,Equity,0.52%
Triparty Repo,Others,0.51%
Bharat Petroleum Corporation Ltd.,Equity,0.45%
UPL Ltd. (Erstwhile United Phosphorus Ltd.),Equity,0.31%
