Company Name,Asset Type,Percentage Allocation
Sun Pharmaceuticals Ind Ltd.,Equity,20.71%
Dr Reddys Laboratories Ltd.,Equity,10.75%
Cipla Ltd.,Equity,9.96%
Apollo Hospitals Enterprise Ltd.,Equity,8.74%
Max Healthcare Institute Ltd.,Equity,7.72%
Divi Laboratories Ltd.,Equity,7.57%
Lupin Ltd.,Equity,4.86%
Aurobindo Pharma Ltd.,Equity,4.64%
Alkem Laboratories Ltd.,Equity,3.98%
Torrent Pharmaceuticals Ltd.,Equity,3.21%
Zydus Lifesciences Ltd.,Equity,2.66%
Laurus Labs Ltd.,Equity,2.58%
IPCA Laboratories Ltd.,Equity,2.28%
Glenmark Pharmaceuticals Ltd.,Equity,1.94%
Syngene International Ltd.,Equity,1.93%
Abbott India Ltd.,Equity,1.85%
Biocon Ltd.,Equity,1.69%
Dr Lal PathLabs Ltd.,Equity,1.44%
Granules India Ltd.,Equity,0.84%
Metropolis Healthcare Ltd.,Equity,0.65%
Triparty Repo,Others,0.03%
Current Assets,Others,-0.02%
