Company Name,Asset Type,Percentage Allocation
HDFC Bank Ltd.,Equity,13.44%
Reliance Industries Ltd.,Equity,9.13%
ICICI Bank Ltd.,Equity,7.31%
Infosys Ltd.,Equity,5.71%
Larsen & Toubro Ltd.,Equity,4.47%
ITC Ltd.,Equity,4.29%
Tata Consultancy Services Ltd.,Equity,4.03%
Axis Bank Ltd.,Equity,3.19%
Kotak Mahindra Bank Ltd.,Equity,2.94%
Bharti Airtel Ltd.,Equity,2.73%
State Bank Of India,Equity,2.58%
Hindustan Unilever Ltd.,Equity,2.48%
Bajaj Finance Ltd.,Equity,2.05%
HCL Technologies Ltd.,Equity,1.63%
Mahindra & Mahindra Ltd.,Equity,1.62%
Asian Paints Ltd.,Equity,1.61%
Titan Company Ltd.,Equity,1.61%
National Thermal Power Corporation Ltd.,Equity,1.55%
Tata Motors Ltd.,Equity,1.44%
Maruti Suzuki India Ltd.,Equity,1.44%
Sun Pharmaceuticals Ind Ltd.,Equity,1.43%
Ultratech Cement Ltd.,Equity,1.27%
Tata Steel Ltd.,Equity,1.19%
Power Grid Corporation Of India Ltd.,Equity,1.13%
Indusind Bank Ltd.,Equity,1.09%
Nestle India Ltd.,Equity,0.99%
Adani Enterprises Ltd.,Equity,0.99%
Bajaj Finserv Ltd.,Equity,0.96%
Hindalco Industries Ltd.,Equity,0.94%
Coal India Ltd.,Equity,0.90%
Adani Ports and Special Economic Zone Ltd.,Equity,0.86%
JSW Steel Ltd.,Equity,0.86%
Oil & Natural Gas Corporation Ltd.,Equity,0.84%
Tech Mahindra Ltd.,Equity,0.83%
Grasim Industries Ltd.,Equity,0.82%
Bajaj Auto Ltd.,Equity,0.81%
Dr Reddys Laboratories Ltd.,Equity,0.74%
HDFC Life Insurance Company Ltd.,Equity,0.73%
Wipro Ltd.,Equity,0.70%
Tata Consumer Products Ltd.,Equity,0.69%
Cipla Ltd.,Equity,0.69%
SBI Life Insurance Company Ltd.,Equity,0.68%
Britannia Industries Ltd.,Equity,0.66%
Ltimindtree Ltd.,Equity,0.61%
Apollo Hospitals Enterprise Ltd.,Equity,0.60%
Eicher Motors Ltd.,Equity,0.59%
Hero Motocorp Ltd.,Equity,0.56%
Divi Laboratories Ltd.,Equity,0.52%
Bharat Petroleum Corporation Ltd.,Equity,0.45%
Cash,Others,0.33%
UPL Ltd. (Erstwhile United Phosphorus Ltd.),Equity,0.31%
