Company Name,Asset Type,Percentage Allocation
Tata Motors Ltd.,Equity,2.13%
Tata Consumer Products Ltd.,Equity,2.12%
Hindalco Industries Ltd.,Equity,2.08%
Bajaj Auto Ltd.,Equity,2.07%
Ultratech Cement Ltd.,Equity,2.06%
Mahindra & Mahindra Ltd.,Equity,2.04%
Nestle India Ltd.,Equity,2.04%
JSW Steel Ltd.,Equity,2.03%
Tata Steel Ltd.,Equity,2.03%
Bharti Airtel Ltd.,Equity,2.03%
Grasim Industries Ltd.,Equity,2.03%
Hindustan Unilever Ltd.,Equity,2.03%
Dr Reddys Laboratories Ltd.,Equity,2.02%
Coal India Ltd.,Equity,2.02%
SBI Life Insurance Company Ltd.,Equity,2.02%
Eicher Motors Ltd.,Equity,2.01%
Bajaj Finserv Ltd.,Equity,2.01%
Bajaj Finance Ltd.,Equity,2.01%
Britannia Industries Ltd.,Equity,2.00%
Indusind Bank Ltd.,Equity,2.00%
Hero Motocorp Ltd.,Equity,2.00%
Power Grid Corporation Of India Ltd.,Equity,2.00%
HDFC Bank Ltd.,Equity,2.00%
HDFC Life Insurance Company Ltd.,Equity,1.99%
Apollo Hospitals Enterprise Ltd.,Equity,1.99%
ITC Ltd.,Equity,1.99%
Kotak Mahindra Bank Ltd.,Equity,1.99%
Divi Laboratories Ltd.,Equity,1.99%
Larsen & Toubro Ltd.,Equity,1.99%
Sun Pharmaceuticals Ind Ltd.,Equity,1.98%
Axis Bank Ltd.,Equity,1.98%
State Bank Of India,Equity,1.98%
Asian Paints Ltd.,Equity,1.98%
Ltimindtree Ltd.,Equity,1.98%
HCL Technologies Ltd.,Equity,1.98%
Titan Company Ltd.,Equity,1.97%
National Thermal Power Corporation Ltd.,Equity,1.97%
Maruti Suzuki India Ltd.,Equity,1.97%
Reliance Industries Ltd.,Equity,1.97%
Wipro Ltd.,Equity,1.97%
UPL Ltd. (Erstwhile United Phosphorus Ltd.),Equity,1.97%
ICICI Bank Ltd.,Equity,1.97%
Cipla Ltd.,Equity,1.97%
Tata Consultancy Services Ltd.,Equity,1.96%
Infosys Ltd.,Equity,1.96%
Bharat Petroleum Corporation Ltd.,Equity,1.96%
Adani Ports and Special Economic Zone Ltd.,Equity,1.96%
Adani Enterprises Ltd.,Equity,1.95%
Tech Mahindra Ltd.,Equity,1.95%
Oil & Natural Gas Corporation Ltd.,Equity,1.94%
CBLO(CCIL),Others,0.22%
Net Receivables/(Payable),Others,-0.25%
