Company Name,Asset Type,Percentage Allocation
Tata Motors Ltd.,Equity,5.49%
Bajaj Auto Ltd.,Equity,5.16%
Trent Ltd.,Equity,5.04%
TVS Motor Company Ltd.,Equity,4.97%
Dr Reddys Laboratories Ltd.,Equity,4.97%
Coal India Ltd.,Equity,4.97%
Larsen & Toubro Ltd.,Equity,4.93%
National Thermal Power Corporation Ltd.,Equity,4.87%
Hindustan Aeronautics Ltd.,Equity,4.83%
REC Ltd.,Equity,4.82%
Power Finance Corporation Ltd.,Equity,4.74%
Triparty Repo,Others,4.32%
Aurobindo Pharma Ltd.,Equity,4.19%
Hero Motocorp Ltd.,Equity,4.02%
Bharat Electronics Ltd.,Equity,4.02%
Lupin Ltd.,Equity,3.67%
DLF Ltd.,Equity,3.43%
Polycab India Ltd.,Equity,3.08%
Colgate-Palmolive Ltd.,Equity,3.05%
Bharat Heavy Electricals Ltd.,Equity,2.95%
Alkem Laboratories Ltd.,Equity,2.52%
NMDC Ltd.,Equity,2.44%
Bharat Forge Ltd.,Equity,2.36%
Punjab National Bank,Equity,1.95%
Oberoi Realty Ltd.,Equity,1.50%
Zydus Lifesciences Ltd.,Equity,1.50%
IPCA Laboratories Ltd.,Equity,1.38%
L&T Finance Holding Ltd.,Equity,1.12%
Escorts Kubota Ltd.,Equity,0.74%
The Ramco Cements Ltd.,Equity,0.73%
Sun T V Network Ltd.,Equity,0.51%
Cash Margin,Debt,0.03%
Current Assets,Others,-4.28%
