Company Name,Asset Type,Percentage Allocation
Aurobindo Pharma Ltd.,Equity,5.01%
REC Ltd.,Equity,4.84%
Power Finance Corporation Ltd.,Equity,4.80%
Lupin Ltd.,Equity,4.45%
Polycab India Ltd.,Equity,3.65%
Bharat Heavy Electricals Ltd.,Equity,3.53%
The Supreme Industries Ltd.,Equity,3.26%
Jindal Stainless Ltd.,Equity,3.25%
Alkem Laboratories Ltd.,Equity,2.97%
NMDC Ltd.,Equity,2.91%
Bharat Forge Ltd.,Equity,2.85%
Persistent Systems Ltd.,Equity,2.77%
Prestige Estates Projects Ltd.,Equity,2.76%
HDFC Asset Management Company Ltd.,Equity,2.73%
Indian Railway Finance Corporation Ltd.,Equity,2.56%
Max Healthcare Institute Ltd.,Equity,2.53%
Sundaram Finance Ltd.,Equity,2.51%
The Phoenix Mills Ltd.,Equity,2.35%
KPIT Technologies Ltd.,Equity,2.34%
APL Apollo Tubes Ltd.,Equity,2.28%
IDFC First Bank Ltd. (Erstwhile IDFC Bank Ltd.),Equity,2.06%
Macrotech Developers Ltd.,Equity,2.05%
Fortis Healthcare Ltd.,Equity,1.97%
Solar Industries India Ltd.,Equity,1.96%
Torrent Power Ltd.,Equity,1.89%
Oberoi Realty Ltd.,Equity,1.80%
PB Fintech Ltd.,Equity,1.80%
CG Power & Industrial Solutions Ltd.,Equity,1.68%
IPCA Laboratories Ltd.,Equity,1.66%
MRF Ltd.,Equity,1.47%
L&T Finance Holding Ltd.,Equity,1.31%
Linde India Ltd.,Equity,1.23%
Union Bank Of India,Equity,1.19%
Ajanta Pharma Ltd.,Equity,1.05%
Indian Bank,Equity,1.00%
Mazagon Dock Shipbuilders Ltd.,Equity,0.98%
NHPC Ltd.,Equity,0.98%
Fertilizers & Chemicals Travancore Ltd.,Equity,0.90%
ZF Commercial Vehicle Control Systems India Ltd.,Equity,0.90%
Escorts Kubota Ltd.,Equity,0.88%
The Ramco Cements Ltd.,Equity,0.85%
AIA Engineering Ltd.,Equity,0.80%
CBLO(CCIL),Others,0.74%
Sundram Fasteners Ltd.,Equity,0.73%
The New India Assurance Company Ltd.,Equity,0.71%
General Insurance Corporation of India Ltd.,Equity,0.71%
K P R Mill Ltd.,Equity,0.70%
Sun T V Network Ltd.,Equity,0.62%
CRISIL Ltd.,Equity,0.62%
UNO Minda Ltd.,Equity,0.61%
Metro Brands Ltd.,Equity,0.36%
Accrued Interest,Others,0.00%
Net Receivables/(Payable),Others,-0.54%
