Company Name,Asset Type,Percentage Allocation
HDFC Bank Ltd.,Equity,15.70%
Reliance Industries Ltd.,Equity,10.79%
ICICI Bank Ltd.,Equity,8.44%
Infosys Ltd.,Equity,6.66%
Larsen & Toubro Ltd.,Equity,5.16%
ITC Ltd.,Equity,4.97%
Tata Consultancy Services Ltd.,Equity,4.71%
Axis Bank Ltd.,Equity,3.77%
Kotak Mahindra Bank Ltd.,Equity,3.28%
Bharti Airtel Ltd.,Equity,3.16%
State Bank Of India,Equity,2.97%
Hindustan Unilever Ltd.,Equity,2.88%
Bajaj Finance Ltd.,Equity,2.46%
Mahindra & Mahindra Ltd.,Equity,1.99%
HCL Technologies Ltd.,Equity,1.88%
Asian Paints Ltd.,Equity,1.86%
Titan Company Ltd.,Equity,1.85%
National Thermal Power Corporation Ltd.,Equity,1.79%
Tata Motors Ltd.,Equity,1.69%
Maruti Suzuki India Ltd.,Equity,1.66%
Sun Pharmaceuticals Ind Ltd.,Equity,1.65%
Ultratech Cement Ltd.,Equity,1.46%
Tata Steel Ltd.,Equity,1.36%
Power Grid Corporation Of India Ltd.,Equity,1.31%
Indusind Bank Ltd.,Equity,1.26%
Nestle India Ltd.,Equity,1.15%
Bajaj Finserv Ltd.,Equity,1.10%
JSW Steel Ltd.,Equity,1.01%
Tech Mahindra Ltd.,Equity,0.96%
Wipro Ltd.,Equity,0.80%
Triparty Repo,Others,0.33%
Net Receivables/(Payable),Others,-0.07%
