Company Name,Asset Type,Percentage Allocation
Treasury Bill (91D),Others,8.95%
Small Industries Development Bank Of India (86D),Others,6.32%
Treasury Bill (91D),Others,5.69%
National Bank For Agriculture & Rural Development (Nabard) (91D),Others,4.27%
Bank Of Baroda,Others,4.11%
Union Bank Of India,Others,3.69%
Reverse Repo,Others,2.92%
Small Industries Development Bank Of India (90D),Others,2.13%
Canara Bank,Others,2.12%
Aditya Birla Finance Ltd. (91D),Others,2.12%
Punjab National Bank,Others,2.11%
Punjab National Bank,Others,2.11%
Canara Bank,Others,2.11%
Export Import Bank Of India (91D),Others,2.10%
Canara Bank,Others,1.90%
Treasury Bill (91D),Others,1.71%
7.32 GOI Jan 28 2024,Debt,1.66%
6.0451 HDB Financial Services Ltd. Feb 23 2024,Debt,1.60%
L&T Finance Ltd. (91D),Others,1.60%
Union Bank Of India,Others,1.58%
Axis Bank Ltd.,Others,1.58%
ICICI Securities Ltd. (91D),Others,1.28%
Canara Bank,Others,1.26%
Tata Power Company Ltd. (86D),Others,1.06%
Bank Of Baroda,Others,1.06%
Reliance Retail Ventures Ltd. (91D),Others,1.06%
Jamnagar Utilities & Power Pvt. Ltd. (88D),Others,1.06%
Sikka Ports Terminals (Erst Reliance Ports & Terminals Ltd.) (88D),Others,1.06%
Tata Steel Ltd. (91D),Others,1.06%
ICICI Securities Ltd. (91D),Others,1.06%
Union Bank Of India,Others,1.06%
Indian Bank,Others,1.06%
Bank Of Baroda,Others,1.06%
Union Bank Of India,Others,1.06%
Reliance Retail Ventures Ltd. (91D),Others,1.06%
Tata Power Company Ltd. (88D),Others,1.06%
Indian Bank,Others,1.06%
National Bank For Agriculture & Rural Development (Nabard) (90D),Others,1.06%
Treasury Bill (91D),Others,1.03%
Tata Power Renewable Energy Ltd. (83D),Others,0.85%
Sundaram Finance Ltd. (91D),Others,0.85%
Tata Cleantech Capital Ltd. (90D),Others,0.84%
L&T Finance Ltd. (90D),Others,0.75%
Tata Capital Financial Services Ltd. (91D),Others,0.74%
7.4 Muthoot Finance Ltd. Jan  5 2024,Debt,0.70%
Bajaj Financial Securities Ltd. (91D),Others,0.64%
ICICI Securities Ltd. (91D),Others,0.64%
Tata Motors Finance Solutions Ltd. (91D),Others,0.64%
Tata Cleantech Capital Ltd. (91D),Others,0.63%
Nirma Ltd. (90D),Others,0.55%
IDFC First Bank Ltd. (Erstwhile IDFC Bank Ltd.),Others,0.53%
National Bank For Agriculture & Rural Development (Nabard) (90D),Others,0.53%
Treasury Bill (91D),Others,0.53%
National Bank For Agriculture & Rural Development (Nabard) (90D),Others,0.53%
Treasury Bill (91D),Others,0.53%
Reliance Industries Ltd. (91D),Others,0.53%
Tata Steel Ltd. (84D),Others,0.53%
Bank Of Maharashtra,Others,0.53%
Bank Of Maharashtra,Others,0.53%
Aditya Birla Finance Ltd. (186D),Others,0.53%
Tata Steel Ltd. (91D),Others,0.53%
Infina Finance Pvt. Ltd. (91D),Others,0.53%
National Bank For Agriculture & Rural Development (Nabard) (91D),Others,0.53%
Bank Of Baroda,Others,0.53%
8.9508 Pipeline Infrastructure Pvt. Ltd. Mar 22 2024,Debt,0.53%
Cholamandalam Investment & Finance Company Ltd. (305D),Others,0.53%
6 Bharti Hexacom Ltd. Jan 19 2024,Debt,0.50%
Axis Securities Ltd. (91D),Others,0.43%
Axis Securities Ltd. (91D),Others,0.42%
SBIcap Securities Ltd. (91D),Others,0.42%
Kotak Mahindra Prime Ltd. (91D),Others,0.42%
Canara Bank,Others,0.42%
National Bank For Agriculture & Rural Development (Nabard),Others,0.42%
Axis Securities Ltd. (91D),Others,0.42%
SBIcap Securities Ltd. (90D),Others,0.42%
Julius Baer Capital (India) Pvt. Ltd. (91D),Others,0.42%
5.14 National Bank For Agriculture & Rural Development (Nabard) Jan 31 2024,Debt,0.37%
5.44 National Bank For Agriculture & Rural Development (Nabard) Feb  5 2024,Debt,0.33%
Kotak Mahindra Prime Ltd.,Debt,0.32%
Kotak Securities Ltd. (91D),Others,0.32%
Julius Baer Capital (India) Pvt. Ltd. (91D),Others,0.32%
Bank Of Baroda,Others,0.32%
SBI - CDMDF - A2 Units,Others,0.32%
Network18 Media & Investments Ltd. (91D),Others,0.32%
Panatone Finvest Ltd. (364D),Others,0.27%
Aditya Birla Money Ltd. (Formerly Apollo Sindhoori Capital Investments Ltd.) (90D),Others,0.26%
5.53 National Bank For Agriculture & Rural Development (Nabard) Feb 22 2024,Debt,0.26%
7.89 Maharashtra SDL  Jan 31 2024,Debt,0.22%
Julius Baer Capital (India) Pvt. Ltd. (91D),Others,0.21%
ICICI Securities Ltd. (91D),Others,0.21%
Tata Consumer Products Ltd. (90D),Others,0.21%
Triparty Repo,Others,0.18%
4.99 REC Ltd. Jan 31 2024,Debt,0.17%
5.79 REC Ltd. Mar 20 2024,Debt,0.16%
Godrej Industries Ltd. (89D),Others,0.16%
Godrej Industries Ltd. (81D),Others,0.16%
4.98 LIC Housing Finance Ltd. Jan 12 2024,Debt,0.14%
Godrej Industries Ltd. (91D),Others,0.13%
Small Industries Development Bank Of India,Others,0.11%
Indian Bank,Others,0.11%
Small Industries Development Bank Of India (211D),Others,0.11%
GOI,Debt,0.10%
9.41 Kerala SDL  Jan 30 2024,Debt,0.08%
National Bank For Agriculture & Rural Development (Nabard) (91D),Others,0.05%
Treasury Bill (182D),Others,0.05%
Treasury Bill (182D),Others,0.05%
Small Industries Development Bank Of India,Others,0.05%
Treasury Bill (182D),Others,0.02%
GOI,Debt,0.01%
Current Assets,Others,-8.51%
