Company Name,Asset Type,Percentage Allocation
7.18 GOI Jul 24 2037,Debt,18.69%
7.3 GOI Jun 19 2053,Debt,18.63%
7.26 GOI Feb  6 2033,Debt,17.06%
Triparty Repo,Others,10.94%
7.1 GOI Apr 18 2029,Debt,9.42%
7.54 GOI May 23 2036,Debt,7.88%
7.38 GOI Jun 20 2027,Debt,7.62%
8 Mahanagar Telephone Nigam Ltd. Nov 15 2032,Debt,3.85%
6.79 Bharat Sanchar Nigam Ltd. Sep 23 2030,Debt,2.17%
7.65 Indian Railway Finance Corporation Ltd. Dec 30 2032,Debt,1.89%
Current Assets,Others,1.38%
SBI - CDMDF - A2 Units,Others,0.23%
5.79 GOI May 11 2030,Debt,0.14%
7.57 GOI Jun 17 2033,Debt,0.06%
Cash Margin,Debt,0.03%
7.26 GOI Jan 14 2029,Debt,0.00%
8.19 Rajasthan UDAY Bond Jun 23 2026,Debt,0.00%
