Company Name,Asset Type,Percentage Allocation
7.18 GOI Jul 24 2037,Debt,11.12%
7.26 GOI Feb  6 2033,Debt,7.13%
7.41 GOI Dec 19 2036,Debt,5.98%
HDFC Bank Ltd.,Equity,3.97%
7.97 HDFC Bank Ltd. Feb 17 2033,Debt,3.58%
7.18 GOI Aug 14 2033,Debt,3.55%
Current Assets,Others,3.53%
ICICI Bank Ltd.,Equity,2.92%
Reliance Industries Ltd.,Equity,2.39%
Infosys Ltd.,Equity,2.32%
Larsen & Toubro Ltd.,Equity,1.99%
7.6 Power Finance Corporation Ltd. Aug 25 2033,Debt,1.77%
7.3 GOI Jun 19 2053,Debt,1.75%
ITC Ltd.,Equity,1.64%
Mahindra & Mahindra Ltd.,Equity,1.33%
HCL Technologies Ltd.,Equity,1.20%
7.83 Small Industries Development Bank Of India Nov 24 2028,Debt,1.19%
7.77 Power Finance Corporation Ltd. Apr 15 2028,Debt,1.19%
7.74 Power Finance Corporation Ltd. Jan 29 2028,Debt,1.18%
7.9 Jamnagar Utilities & Power Pvt. Ltd. Aug 10 2028,Debt,1.18%
7.64 REC Ltd. Jun 30 2026,Debt,1.18%
7.86 HDFC Bank Ltd. Dec  2 2032,Debt,1.18%
7.7201 LIC Housing Finance Ltd. Feb 12 2026,Debt,1.18%
7.99 HDB Financial Services Ltd. Mar 16 2026,Debt,1.18%
7.46 REC Ltd. Jun 30 2028,Debt,1.17%
Axis Bank Ltd.,Equity,1.14%
State Bank Of India,Equity,1.08%
Indusind Bank Ltd.,Equity,1.01%
Tata Motors - DVR - A - ORDY,Equity,0.93%
GAIL (India) Ltd.,Equity,0.89%
Bharti Airtel Ltd.,Equity,0.82%
Hindalco Industries Ltd.,Equity,0.74%
NMDC Ltd.,Equity,0.72%
7.15 Tata Motors Finance Ltd. Jun 25 2024,Debt,0.70%
7.71 Gujarat SDL Mar  8 2034,Debt,0.68%
Interglobe Aviation Ltd.,Equity,0.66%
Hero Motocorp Ltd.,Equity,0.64%
Bajaj Auto Ltd.,Equity,0.61%
7.65 Indian Railway Finance Corporation Ltd. Apr 18 2033,Debt,0.59%
9.25 Shriram Finance Ltd.(Erstwhile Shriram Transport Finance Company Limited) Dec 19 2025,Debt,0.59%
7.69 REC Ltd. Mar 31 2033,Debt,0.59%
7.64 Power Finance Corporation Ltd. Feb 22 2033,Debt,0.59%
8.05 Summit Digitel Infrastructure Pvt. Ltd. (Erstwhile Reliance Jio Infratel Pvt. Ltd.) May 31 2027,Debt,0.59%
7.68 Housing & Urban Development Corporation Ltd. (Hudco) May 16 2026,Debt,0.59%
7.77 HDFC Bank Ltd. Jun 28 2027,Debt,0.59%
7.42 Union Bank Of India Sep 16 2030,Debt,0.58%
7.43 National Bank For Financing Infrastructure And Development Jun 16 2033,Debt,0.58%
7.75 State Bank Of India Sep  9 2122,Debt,0.58%
6.85 Canfin Homes Ltd. Jun 30 2025,Debt,0.58%
6.63 Tamil Nadu SDL Dec 23 2035,Debt,0.57%
6.23 REC Ltd. Oct 31 2031,Debt,0.57%
6.09 Power Finance Corporation Ltd. Aug 27 2026,Debt,0.57%
Tata Steel Ltd.,Equity,0.48%
8.5 Canara Bank Dec 31 2120,Debt,0.47%
7.42 ICICI Bank Ltd. Sep 15 2029,Debt,0.43%
Max Financial Services Ltd.,Equity,0.43%
The Phoenix Mills Ltd.,Equity,0.43%
Gland Pharma Ltd.,Equity,0.42%
Ajanta Pharma Ltd.,Equity,0.42%
Nippon Life India Asset Management Ltd.,Equity,0.41%
Cipla Ltd.,Equity,0.41%
Oracle Financial Services Software Ltd.,Equity,0.40%
Marksans Pharma Ltd.,Equity,0.40%
Emami Ltd.,Equity,0.40%
6.75 Piramal Capital & Housing Finance Ltd. (Erstwhile Dewan Housing Finance Corporation Ltd.) Sep 26 2031,Debt,0.39%
Dalmia Bharat Ltd.,Equity,0.39%
Oil India Ltd.,Equity,0.39%
Zydus Lifesciences Ltd.,Equity,0.37%
Shriram Finance Ltd.(Erstwhile Shriram Transport Finance Company Limited),Equity,0.37%
G R Infraprojects Ltd.,Equity,0.37%
Raymond Ltd.,Equity,0.36%
The Federal Bank Ltd.,Equity,0.36%
Apollo Tyres Ltd.,Equity,0.35%
Aurobindo Pharma Ltd.,Equity,0.35%
Fortis Healthcare Ltd.,Equity,0.33%
Indian Bank,Equity,0.32%
Endurance Technologies Ltd.,Equity,0.30%
Balkrishna Industries Ltd.,Equity,0.30%
Coromandel International Ltd. (Coromandel Fertilisers Ltd.),Equity,0.29%
Ghcl Ltd.,Equity,0.28%
Biocon Ltd.,Equity,0.26%
Mahindra Holidays & Resorts India Ltd.,Equity,0.26%
Prestige Estates Projects Ltd.,Equity,0.25%
Sundaram Finance Ltd.,Equity,0.24%
Zee Entertainment Enterprises Ltd.,Equity,0.23%
Mphasis Ltd.,Equity,0.23%
The Great Eastern Shipping Company Ltd.,Equity,0.23%
Aditya Birla Capital Ltd.,Equity,0.23%
Crompton Greaves Consumer Electrcials Ltd.,Equity,0.22%
STAR HEALTH & ALLIED INSURANCE COMPANY Ltd.,Equity,0.21%
Indo Count Industries Ltd.,Equity,0.21%
Indraprastha Gas Ltd.,Equity,0.20%
S.P. Apparels Ltd.,Equity,0.18%
Caplin Point Laboratories Ltd.,Equity,0.17%
Treasury Bill (364D),Others,0.13%
CBLO(CCIL),Others,0.12%
HDFC Asset Management Company Ltd.,Equity,0.12%
UTI Mutual Fund (UTI Nifty 50 ETF),Equity,0.11%
Bharti Airtel Ltd.,Equity,0.10%
Stock Holding Corporation of India Ltd.,Debt,0.06%
GHCL TEXTILES LTD.,Equity,0.05%
Bharat Forge Ltd.,Equity,0.00%
