Company Name,Asset Type,Percentage Allocation
ICICI Bank Ltd.,Equity,7.58%
Infosys Ltd.,Equity,5.59%
HDFC Bank Ltd.,Equity,5.10%
Kotak Mahindra Bank Ltd.,Equity,4.06%
ITC Ltd.,Equity,3.62%
Reliance Industries Ltd.,Equity,3.41%
Bajaj Finance Ltd.,Equity,3.35%
Triparty Repo,Others,3.21%
Alphabet Inc,Equity,2.96%
Larsen & Toubro Ltd.,Equity,2.81%
Bharti Airtel Ltd.,Equity,2.75%
Sun Pharmaceuticals Ind Ltd.,Equity,2.30%
Carborundum Universal Ltd.,Equity,2.06%
HDFC Life Insurance Company Ltd.,Equity,2.04%
Hindalco Industries Ltd.,Equity,2.04%
Nuvoco Vistas Corporation Ltd.,Equity,1.73%
ZF Commercial Vehicle Control Systems India Ltd.,Equity,1.62%
TVS Motor Company Ltd.,Equity,1.60%
Bharat Petroleum Corporation Ltd.,Equity,1.59%
Tata Motors Ltd.,Equity,1.46%
Muthoot Finance Ltd.,Equity,1.45%
Sona Blw Precision Forgings Ltd.,Equity,1.42%
Oil & Natural Gas Corporation Ltd.,Equity,1.41%
Torrent Power Ltd.,Equity,1.39%
Canara Bank,Equity,1.32%
ICICI Lombard General Insurance Company Ltd.,Equity,1.31%
Microsoft Corporation,Equity,1.30%
Bharat Forge Ltd.,Equity,1.30%
Mahindra & Mahindra Ltd.,Equity,1.30%
K P R Mill Ltd.,Equity,1.24%
Max Healthcare Institute Ltd.,Equity,1.23%
Colgate-Palmolive Ltd.,Equity,1.21%
Cipla Ltd.,Equity,1.17%
HDFC Asset Management Company Ltd.,Equity,1.15%
United Breweries Ltd.,Equity,1.14%
V-Guard Industries Ltd.,Equity,1.13%
Interglobe Aviation Ltd.,Equity,1.10%
Container Corporation Of India Ltd.,Equity,1.07%
CESC Ltd.,Equity,1.06%
Shriram Finance Ltd.(Erstwhile Shriram Transport Finance Company Limited),Equity,1.04%
Fsn ECommerce Ventures Ltd.,Equity,1.03%
UNO Minda Ltd.,Equity,1.03%
Divi Laboratories Ltd.,Equity,1.01%
Page Industries Ltd.,Equity,0.99%
Bank Of Baroda,Equity,0.98%
Havells India Ltd.,Equity,0.96%
Hindustan Unilever Ltd.,Equity,0.96%
Delhivery Ltd.,Equity,0.94%
Voltas Ltd.,Equity,0.93%
PVR INOX Ltd.,Equity,0.88%
Star Cement Ltd.,Equity,0.87%
Sheela Foam Ltd.,Equity,0.84%
G R Infraprojects Ltd.,Equity,0.67%
Relaxo Footwears Ltd.,Equity,0.66%
Rossari Biotech Ltd.,Equity,0.64%
Jubilant Foodworks Ltd.,Equity,0.59%
Jubilant Foodworks Ltd.,Equity,0.46%
Life Insurance Corporation of India,Equity,0.36%
Other Margin,Debt,0.29%
Muthoot Finance Ltd.,Equity,0.25%
Treasury Bill (182D),Others,0.11%
Net Receivables/(Payable),Others,-0.19%
Derivative,Others,-0.84%
