Company Name,Asset Type,Percentage Allocation
HDFC Bank Ltd.,Equity,7.61%
ICICI Bank Ltd.,Equity,6.10%
Tata Motors Ltd.,Equity,4.91%
Doms Industries Ltd.,Equity,4.78%
Axis Bank Ltd.,Equity,4.73%
Infosys Ltd.,Equity,4.29%
Dixon Technologies (India) Ltd.,Equity,3.40%
Larsen & Toubro Ltd.,Equity,3.40%
Bharti Airtel Ltd.,Equity,3.21%
National Thermal Power Corporation Ltd.,Equity,3.14%
Cholamandalam Investment & Finance Company Ltd.,Equity,2.95%
Indian Bank,Equity,2.42%
Indus Towers Ltd. (Erstwhile Bharti Infratel Limited),Equity,2.26%
Netweb Technologies India Ltd.,Equity,2.19%
Dr Lal PathLabs Ltd.,Equity,2.04%
Jubilant Foodworks Ltd.,Equity,2.04%
Motherson Sumi Wiring India Ltd.,Equity,2.02%
Aavas Financiers Ltd. (Erstwhile A U Housing Finance),Equity,1.88%
HDFC Life Insurance Company Ltd.,Equity,1.86%
Vedant Fashions Pvt. Ltd.,Equity,1.84%
State Bank Of India,Equity,1.84%
Astra Microwave Products Ltd.,Equity,1.82%
Ltimindtree Ltd.,Equity,1.77%
HCL Technologies Ltd.,Equity,1.71%
Hindustan Aeronautics Ltd.,Equity,1.68%
Sona Blw Precision Forgings Ltd.,Equity,1.64%
Sumitomo Chemical India Ltd.,Equity,1.61%
CMS Info Systems Ltd.,Equity,1.58%
Kirloskar Oil Engines Ltd.,Equity,1.48%
APL Apollo Tubes Ltd.,Equity,1.48%
Hitachi Energy India Ltd.,Equity,1.47%
Saregama India Ltd.,Equity,1.45%
Divi Laboratories Ltd.,Equity,1.43%
Computer Age Management Services Ltd.,Equity,1.30%
Tech Mahindra Ltd.,Equity,1.28%
Suzlon Energy Ltd.,Equity,1.24%
Timken India Ltd.,Equity,1.20%
Net Receivables/(Payable),Others,1.15%
Cyient Ltd.,Equity,1.11%
Crompton Greaves Consumer Electrcials Ltd.,Equity,1.06%
Aegis Logistics Ltd.,Equity,1.00%
CG Power & Industrial Solutions Ltd.,Equity,0.98%
Tata Technologies Ltd.,Equity,0.88%
Escorts Kubota Ltd.,Equity,0.76%
