Company Name,Asset Type,Percentage Allocation
HDFC Bank Ltd.,Equity,8.32%
ICICI Bank Ltd.,Equity,7.30%
Infosys Ltd.,Equity,5.73%
Reliance Industries Ltd.,Equity,4.86%
Tata Consultancy Services Ltd.,Equity,3.15%
Tata Power Company Ltd.,Equity,2.50%
State Bank Of India,Equity,2.23%
Voltas Ltd.,Equity,2.13%
Tata Motors - DVR - A - ORDY,Equity,2.04%
Indusind Bank Ltd.,Equity,1.99%
Axis Bank Ltd.,Equity,1.98%
Larsen & Toubro Ltd.,Equity,1.97%
CESC Ltd.,Equity,1.96%
Bajaj Finance Ltd.,Equity,1.93%
Maruti Suzuki India Ltd.,Equity,1.86%
Asian Paints Ltd.,Equity,1.81%
Indus Towers Ltd. (Erstwhile Bharti Infratel Limited),Equity,1.76%
Siemens Ltd.,Equity,1.63%
Shree Cement Ltd.,Equity,1.63%
Lupin Ltd.,Equity,1.60%
DLF Ltd.,Equity,1.54%
Britannia Industries Ltd.,Equity,1.52%
Net Receivables/(Payable),Others,1.51%
Info Edge (India) Ltd.,Equity,1.50%
Hindalco Industries Ltd.,Equity,1.43%
Arvind Ltd.,Equity,1.42%
Kaynes Technology India Pvt. Ltd.,Equity,1.42%
Bata India Ltd.,Equity,1.38%
L&T Finance Holding Ltd.,Equity,1.37%
VIP Industries Ltd.,Equity,1.32%
Vinati Organics Ltd.,Equity,1.29%
Canara Bank,Equity,1.28%
Wipro Ltd.,Equity,1.28%
K P R Mill Ltd.,Equity,1.26%
One 97 Communications Ltd.,Equity,1.23%
Graphite India Ltd.,Equity,1.22%
Bajaj Electricals Ltd.,Equity,1.16%
Syrma SGS Technology Ltd.,Equity,1.16%
Indraprastha Gas Ltd.,Equity,1.13%
Ltimindtree Ltd.,Equity,1.12%
Alembic Pharmaceuticals Ltd.,Equity,1.11%
Delhivery Ltd.,Equity,1.09%
Gland Pharma Ltd.,Equity,1.03%
Restaurant Brands Asia Ltd.,Equity,0.99%
Dabur India Ltd.,Equity,0.98%
Aarti Industries Ltd.,Equity,0.96%
Bank Of India,Equity,0.96%
Glaxo Smithkline Pharmaceuticals Ltd.,Equity,0.95%
Jio Financial Services Ltd.,Equity,0.94%
The South Indian Bank Ltd.,Equity,0.92%
Oil India Ltd.,Equity,0.86%
Indoco Remedies Ltd.,Equity,0.82%
Kirloskar Ferrous Industries Ltd.,Equity,0.80%
Triparty Repo,Others,0.74%
L G Balakrishnan & Bros Ltd.,Equity,0.74%
Piramal Pharma Ltd.,Equity,0.54%
The Jammu & Kashmir Bank Ltd.,Equity,0.42%
Bajel Projects Limited (BPL),Equity,0.16%
Doms Industries Ltd.,Equity,0.09%
