Company Name,Asset Type,Percentage Allocation
Reliance Industries Ltd.,Equity,9.79%
Adani Power Ltd.,Equity,5.54%
Jio Financial Services Ltd.,Equity,4.18%
Housing & Urban Development Corporation Ltd. (Hudco),Equity,3.80%
Steel Authority Of India Ltd.,Equity,3.78%
RBL Bank Ltd.,Equity,3.36%
Hindalco Industries Ltd.,Equity,3.09%
Life Insurance Corporation of India,Equity,3.00%
Aurobindo Pharma Ltd.,Equity,2.83%
Ambuja Cements Ltd.,Equity,2.79%
Jubilant Pharmova Ltd.,Equity,2.76%
Tata Communications Ltd.,Equity,2.62%
Punjab National Bank,Equity,2.45%
Sun Pharmaceuticals Ind Ltd.,Equity,2.44%
National Aluminium Company Ltd.,Equity,2.27%
Jindal Steel & Power Ltd.,Equity,2.01%
Anand Rathi Wealth Ltd.,Equity,2.01%
Triparty Repo,Others,1.99%
BLS International Services Ltd.,Equity,1.99%
SJVN Ltd.,Equity,1.98%
Britannia Industries Ltd.,Equity,1.84%
Lupin Ltd.,Equity,1.82%
Poonawalla Fincorp Ltd. (Erstwhile Magma Fincorp Ltd.),Equity,1.78%
Swan Energy Ltd.,Equity,1.76%
GAIL (India) Ltd.,Equity,1.75%
Treasury Bill (91D),Others,1.70%
Treasury Bill (91D),Others,1.70%
GAIL (India) Ltd.,Equity,1.68%
Capri Global Capital Ltd.,Equity,1.68%
Chambal Fertilisers & Chemicals Ltd.,Equity,1.67%
Bandhan Bank Ltd.,Equity,1.66%
Adani Green Energy Ltd.,Equity,1.54%
HEG Ltd.,Equity,1.51%
Hindalco Industries Ltd.,Equity,1.48%
IRB Infrastructure Developers Ltd.,Equity,1.41%
Karnataka Bank Ltd.,Equity,1.36%
Aurobindo Pharma Ltd.,Equity,1.24%
Jindal Steel & Power Ltd.,Equity,1.24%
Usha Martin Ltd.,Equity,1.18%
India Shelter Finance Corporation Ltd.,Equity,1.09%
Granules India Ltd.,Equity,1.06%
Strides Pharma Science Ltd.,Equity,0.96%
Sun T V Network Ltd.,Equity,0.95%
Britannia Industries Ltd.,Equity,0.77%
Treasury Bill (91D),Others,0.69%
Gujarat State Fertilizers & Chemicals Ltd.,Equity,0.67%
Indian Energy Exchange Ltd.,Equity,0.61%
Lupin Ltd.,Equity,0.44%
Current Assets,Others,-1.93%
