Company Name,Asset Type,Percentage Allocation
7.26 GOI Feb  6 2033,Debt,5.64%
7.18 GOI Jul 24 2037,Debt,5.50%
HDFC Bank Ltd.,Equity,4.78%
ICICI Bank Ltd.,Equity,3.86%
Infosys Ltd.,Equity,2.69%
7.17 GOI Apr 17 2030,Debt,2.69%
7.33 GOI Sep 22 2033,Debt,2.66%
Larsen & Toubro Ltd.,Equity,2.55%
State Bank Of India,Equity,2.43%
Carborundum Universal Ltd.,Equity,2.20%
Century Plyboards Ltd.,Equity,2.18%
Reliance Industries Ltd.,Equity,2.12%
Solar Industries India Ltd.,Equity,2.03%
Axis Bank Ltd.,Equity,1.92%
National Thermal Power Corporation Ltd.,Equity,1.91%
Bosch Ltd.,Equity,1.74%
Bharat Forge Ltd.,Equity,1.72%
Thermax Ltd.,Equity,1.62%
Tech Mahindra Ltd.,Equity,1.50%
Maruti Suzuki India Ltd.,Equity,1.50%
Sun Pharmaceuticals Ind Ltd.,Equity,1.44%
ITC Ltd.,Equity,1.43%
The Supreme Industries Ltd.,Equity,1.43%
United Spirits Ltd.,Equity,1.40%
Triparty Repo,Others,1.37%
Tata Consultancy Services Ltd.,Equity,1.33%
Techno Electric & Engineering Company Ltd.,Equity,1.32%
Kotak Mahindra Bank Ltd.,Equity,1.24%
7.25 GOI Jun 12 2063,Debt,1.22%
Dr Reddys Laboratories Ltd.,Equity,1.21%
Mahindra Lifespace Developers Ltd.,Equity,1.17%
Cummins India Ltd.,Equity,1.07%
J. K. Cement Ltd.,Equity,1.07%
7.38 GOI Jun 20 2027,Debt,1.05%
Galaxy Surfactants Ltd.,Equity,1.02%
7.18 GOI Aug 14 2033,Debt,0.99%
Blue Dart Express Ltd.,Equity,0.96%
Schaeffler India Ltd.,Equity,0.95%
Sheela Foam Ltd.,Equity,0.90%
LIC Housing Finance Ltd.,Equity,0.89%
Shree Cement Ltd.,Equity,0.89%
Hindustan Unilever Ltd.,Equity,0.87%
Mahindra & Mahindra Ltd.,Equity,0.87%
7.69 HDFC Bank Ltd. Jan 27 2033,Debt,0.83%
Whirlpool of India Ltd.,Equity,0.82%
Torrent Pharmaceuticals Ltd.,Equity,0.81%
Indian Oil Corporation Ltd.,Equity,0.73%
7.1 GOI Apr 18 2029,Debt,0.73%
Oberoi Realty Ltd.,Equity,0.70%
Cipla Ltd.,Equity,0.64%
The Ramco Cements Ltd.,Equity,0.62%
Au Small Finance Bank Ltd.,Equity,0.62%
Coromandel International Ltd. (Coromandel Fertilisers Ltd.),Equity,0.61%
IPCA Laboratories Ltd.,Equity,0.59%
Oracle Financial Services Software Ltd.,Equity,0.56%
Current Assets,Others,0.55%
Petronet Lng Ltd.,Equity,0.53%
ICICI Lombard General Insurance Company Ltd.,Equity,0.52%
7.71 HDFC Bank Ltd. Dec 20 2033,Debt,0.52%
7.79 Small Industries Development Bank Of India May 14 2027,Debt,0.52%
7.64 Power Finance Corporation Ltd. Feb 22 2033,Debt,0.52%
8.6 Bharti Telecom Ltd. Dec  5 2024,Debt,0.52%
Samvardhana Motherson International Ltd. (Erstwhile Motherson Sumi Systems Ltd.),Equity,0.52%
Bharat Petroleum Corporation Ltd.,Equity,0.51%
Zydus Lifesciences Ltd.,Equity,0.48%
Emami Ltd.,Equity,0.43%
Shyam Metalics & Energy Ltd.,Equity,0.42%
VST Tillers Tractors Ltd.,Equity,0.42%
7.74 DME Development Ltd. Dec  4 2038,Debt,0.42%
Kajaria Ceramics Ltd.,Equity,0.42%
4.45 GOI Oct 30 2034,Debt,0.41%
GOI,Debt,0.39%
Kalpataru Projects International Ltd.,Equity,0.37%
Hindalco Industries Ltd.,Equity,0.37%
7.33 GOI Dec  7 2031,Debt,0.31%
7.23 Small Industries Development Bank Of India Mar  9 2026,Debt,0.31%
GOI,Debt,0.30%
8.2 National Bank For Agriculture & Rural Development (Nabard) Mar  9 2028,Debt,0.28%
GOI,Debt,0.23%
8.15 Tamil Nadu SDL May  9 2028,Debt,0.21%
7.13 Power Finance Corporation Ltd. Jul 15 2026,Debt,0.20%
Gujarat Gas Ltd.,Equity,0.20%
GOI,Debt,0.16%
8 Aditya Birla Finance Ltd. Oct  9 2026,Debt,0.14%
8.94 Power Finance Corporation Ltd. Mar 25 2028,Debt,0.13%
Brookfield REIT,Others,0.11%
8 Kerala SDL  Apr 11 2028,Debt,0.11%
8.01 Tamil Nadu SDL May 11 2026,Debt,0.11%
7.67 Punjab SDL Nov 29 2027,Debt,0.10%
7.62 Haryana SDL  Jan  4 2031,Debt,0.10%
7.75 HDFC Bank Ltd. Jun 13 2033,Debt,0.10%
9.95 U.P. Power Corporation Ltd. Mar 30 2029,Debt,0.09%
9.95 U.P. Power Corporation Ltd. Mar 31 2028,Debt,0.09%
9.95 U.P. Power Corporation Ltd. Mar 31 2027,Debt,0.09%
9.7 U.P. Power Corporation Ltd. Mar 30 2029,Debt,0.05%
7.71 Gujarat SDL Mar  1 2033,Debt,0.04%
7.71 Andhra Pradesh SDL Feb 22 2033,Debt,0.03%
6.91 Rajasthan SDL Sep  1 2031,Debt,0.02%
GOI,Debt,0.02%
GOI,Debt,0.02%
GOI,Debt,0.02%
GOI,Debt,0.01%
7.74 Power Finance Corporation Ltd. Jan 29 2028,Debt,0.01%
7.79 Andhra Pradesh SDL Jul 27 2031,Debt,0.01%
7.3 GOI Jun 19 2053,Debt,0.00%
6.67 GOI Dec 15 2035,Debt,0.00%
6.67 GOI Dec 17 2050,Debt,0.00%
8.19 Rajasthan UDAY Bond Jun 23 2026,Debt,0.00%
