Company Name,Asset Type,Percentage Allocation
Triparty Repo,Others,7.67%
HDFC Bank Ltd.,Equity,6.96%
Reliance Industries Ltd.,Equity,4.07%
Infosys Ltd.,Equity,4.03%
ICICI Bank Ltd.,Equity,3.90%
Larsen & Toubro Ltd.,Equity,2.68%
National Thermal Power Corporation Ltd.,Equity,2.29%
7.18 GOI Jul 24 2037,Debt,2.04%
Axis Bank Ltd.,Equity,1.81%
State Bank Of India,Equity,1.77%
ITC Ltd.,Equity,1.77%
Bharti Airtel Ltd.,Equity,1.60%
Indusind Bank Ltd.,Equity,1.48%
HCL Technologies Ltd.,Equity,1.48%
Power Finance Corporation Ltd.,Equity,1.44%
Bajaj Finance Ltd.,Equity,1.44%
Tata Motors Ltd.,Equity,1.31%
7.17 GOI Apr 17 2030,Debt,1.29%
J. K. Cement Ltd.,Equity,1.27%
KEI Industries Ltd.,Equity,1.24%
Interglobe Aviation Ltd.,Equity,1.23%
Oberoi Realty Ltd.,Equity,1.19%
ABB India Ltd.,Equity,1.19%
UNO Minda Ltd.,Equity,1.15%
Max Healthcare Institute Ltd.,Equity,1.15%
TVS Motor Company Ltd.,Equity,1.15%
Samvardhana Motherson International Ltd. (Erstwhile Motherson Sumi Systems Ltd.),Equity,1.11%
Bank Of Baroda,Equity,1.06%
7.18 GOI Aug 14 2033,Debt,1.03%
Cipla Ltd.,Equity,1.00%
Max Financial Services Ltd.,Equity,0.96%
Titan Company Ltd.,Equity,0.91%
ICICI Lombard General Insurance Company Ltd.,Equity,0.91%
Bharat Electronics Ltd.,Equity,0.88%
PVR INOX Ltd.,Equity,0.86%
Jyothy Labs Ltd.,Equity,0.85%
Avenue Supermarts Ltd.,Equity,0.82%
Piramal Pharma Ltd.,Equity,0.80%
Voltas Ltd.,Equity,0.79%
7.06 GOI Apr 10 2028,Debt,0.77%
The Indian Hotels Company Ltd.,Equity,0.77%
SBI Life Insurance Company Ltd.,Equity,0.76%
United Spirits Ltd.,Equity,0.75%
Cholamandalam Financial Holdings Ltd.,Equity,0.74%
Bharat Dynamics Ltd.,Equity,0.71%
Dabur India Ltd.,Equity,0.69%
7.38 GOI Jun 20 2027,Debt,0.68%
Godrej Consumer Products Ltd.,Equity,0.67%
Tech Mahindra Ltd.,Equity,0.66%
CreditAccess Grameen Ltd.,Equity,0.65%
Sona Blw Precision Forgings Ltd.,Equity,0.65%
Deepak Nitrite Ltd.,Equity,0.64%
CG Power & Industrial Solutions Ltd.,Equity,0.63%
BSE Ltd.,Equity,0.63%
Vinati Organics Ltd.,Equity,0.61%
REC Ltd.,Equity,0.60%
