Company Name,Asset Type,Percentage Allocation
STAR HEALTH & ALLIED INSURANCE COMPANY Ltd.,Equity,6.71%
ZF Commercial Vehicle Control Systems India Ltd.,Equity,6.18%
Fsn ECommerce Ventures Ltd.,Equity,5.78%
Samvardhana Motherson International Ltd. (Erstwhile Motherson Sumi Systems Ltd.),Equity,5.63%
Dreamfolks Services Ltd.,Equity,5.40%
Avenue Supermarts Ltd.,Equity,4.69%
Religare Enterprises Ltd.,Equity,4.56%
KFIN Technologies Ltd.,Equity,4.36%
L&T Technology Services Ltd.,Equity,4.15%
BSE Ltd.,Equity,3.72%
7 Shriram Finance Ltd.(Erstwhile Shriram Transport Finance Company Limited) Feb 21 2024,Debt,3.58%
5.98 Mahindra & Mahindra Financial Services Ltd. Feb 22 2024,Debt,3.58%
5.84 Indian Oil Corporation Ltd. Apr 19 2024,Debt,3.57%
7.75 Muthoot Finance Ltd. Sep 30 2025,Debt,3.53%
ICICI Bank Ltd.,Equity,3.32%
Larsen & Toubro Ltd.,Equity,3.03%
Infosys Ltd.,Equity,3.01%
Hindustan Aeronautics Ltd.,Equity,2.98%
Piramal Enterprises Ltd.,Equity,2.90%
ABB India Ltd.,Equity,2.85%
REC Ltd. (137D),Others,2.36%
HDFC Life Insurance Company Ltd.,Equity,2.29%
Fino Payments Bank Ltd.,Equity,2.15%
HDFC Bank Ltd.,Equity,2.05%
One 97 Communications Ltd.,Equity,1.98%
Bharti Airtel Ltd.,Equity,1.65%
CBLO(CCIL),Others,1.44%
5.44 National Bank For Agriculture & Rural Development (Nabard) Feb  5 2024,Debt,1.19%
Metro Brands Ltd.,Equity,0.81%
Net Receivables/(Payable),Others,0.57%
