Company Name,Asset Type,Percentage Allocation
7.3 GOI Jun 19 2053,Debt,13.01%
8.02 Bharat Petroleum Corporation Ltd. Mar 11 2024,Debt,11.53%
7.37 Power Finance Corporation Ltd. May 22 2026,Debt,11.43%
7.79 Small Industries Development Bank Of India May 14 2027,Debt,9.89%
5.9 HDFC Bank Ltd. Feb 25 2025,Debt,9.66%
8.25 Indian Railway Finance Corporation Ltd. Feb 28 2024,Debt,9.56%
5.44 National Bank For Agriculture & Rural Development (Nabard) Feb  5 2024,Debt,9.53%
Axis Bank Ltd.,Others,9.22%
Triparty Repo,Others,8.00%
7.25 GOI Jun 12 2063,Debt,4.84%
Net Receivables/(Payable),Others,3.06%
SBI - CDMDF - A2 Units,Others,0.26%
