Company Name,Asset Type,Percentage Allocation
CBLO(CCIL),Others,5.97%
7.18 GOI Aug 14 2033,Debt,4.82%
7.17 GOI Apr 17 2030,Debt,3.94%
7.77 Power Finance Corporation Ltd. Jul 15 2026,Debt,3.40%
7.38 GOI Jun 20 2027,Debt,2.81%
7.8 HDFC Bank Ltd. May  3 2033,Debt,2.61%
Bank Of Baroda,Others,2.58%
7.59 Small Industries Development Bank Of India Feb 10 2026,Debt,2.56%
7.77 National Housing Bank Apr  2 2026,Debt,2.36%
Net Receivables/(Payable),Others,2.21%
5.7 National Bank For Agriculture & Rural Development (Nabard) Jul 31 2025,Debt,2.18%
7.86 HDFC Bank Ltd. Dec  2 2032,Debt,1.98%
7.5 National Bank For Agriculture & Rural Development (Nabard) Aug 31 2026,Debt,1.92%
Axis Bank Ltd.,Others,1.74%
7.71 LIC Housing Finance Ltd. May  9 2033,Debt,1.72%
5.83 State Bank Of India Oct 25 2030,Debt,1.66%
7.06 GOI Apr 10 2028,Debt,1.52%
7.54 Small Industries Development Bank Of India Jan 12 2026,Debt,1.48%
7.33 GOI Sep 22 2033,Debt,1.43%
7.57 National Bank For Agriculture & Rural Development (Nabard) Mar 19 2026,Debt,1.41%
7.82 LIC Housing Finance Ltd. Jan 14 2026,Debt,1.31%
7.75 HDFC Bank Ltd. Jun 13 2033,Debt,1.30%
7.58 National Bank For Agriculture & Rural Development (Nabard) Jul 31 2026,Debt,1.30%
7.4 National Bank For Agriculture & Rural Development (Nabard) Jan 30 2026,Debt,1.30%
7.97 HDFC Bank Ltd. Feb 17 2033,Debt,1.22%
7.2 National Bank For Agriculture & Rural Development (Nabard) Sep 23 2025,Debt,1.14%
7.5 National Bank For Agriculture & Rural Development (Nabard) Dec 17 2025,Debt,1.04%
7.13 Power Finance Corporation Ltd. Aug  8 2025,Debt,1.04%
8.75 State Bank Of India Aug 30 2119,Debt,1.03%
6.7 Tata Capital Ltd. Mar 28 2025,Debt,1.03%
Small Industries Development Bank Of India,Others,1.02%
ICICI Bank Ltd.,Others,0.98%
7.32 GOI Nov 13 2030,Debt,0.90%
