Company Name,Asset Type,Percentage Allocation
Sun Pharmaceuticals Ind Ltd.,Equity,14.24%
Aurobindo Pharma Ltd.,Equity,7.79%
Torrent Pharmaceuticals Ltd.,Equity,7.67%
Apollo Hospitals Enterprise Ltd.,Equity,7.21%
Cipla Ltd.,Equity,6.14%
Fortis Healthcare Ltd.,Equity,5.21%
CBLO(CCIL),Others,4.61%
Lupin Ltd.,Equity,3.71%
Sanofi India Ltd.,Equity,3.69%
Zydus Lifesciences Ltd.,Equity,3.68%
JB Chemicals & Pharmaceuticals Ltd.,Equity,3.41%
Alkem Laboratories Ltd.,Equity,3.28%
Dr Reddys Laboratories Ltd.,Equity,3.15%
Gland Pharma Ltd.,Equity,3.05%
Jupiter Life Line Hospitals Ltd.,Equity,2.62%
Ajanta Pharma Ltd.,Equity,2.55%
Strides Pharma Science Ltd.,Equity,2.25%
Eris Lifesciences Ltd.,Equity,2.20%
Alembic Pharmaceuticals Ltd.,Equity,2.09%
Abbott India Ltd.,Equity,2.03%
Vijaya Diagnostic Centre Ltd.,Equity,1.66%
Global Health Ltd.,Equity,1.56%
Mankind Pharma Ltd.,Equity,1.52%
STAR HEALTH & ALLIED INSURANCE COMPANY Ltd.,Equity,1.28%
Biocon Ltd.,Equity,1.28%
Granules India Ltd.,Equity,1.02%
Medplus Health Services Ltd.,Equity,0.73%
Vinati Organics Ltd.,Equity,0.56%
Net Receivables/(Payable),Others,-0.20%
